"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",23.87,"provisorisch"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",34.79,"provisorisch"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.68,"provisorisch"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.17,"provisorisch"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",44.02,"provisorisch"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-01T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8633.16,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",42.08,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",28.15,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",37.32,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",28.71,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.7,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.01,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",42.37,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-01T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11577.68,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",49.93,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",35.75,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",40.67,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",23.9,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.32,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.56,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",39.42,"provisorisch"
"2022-04-01T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",9.79,"provisorisch"
"2022-04-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.04,"provisorisch"
"2022-04-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",15.6,"provisorisch"
"2022-04-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",41.74,"provisorisch"
"2022-04-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",57.94,"provisorisch"
"2022-04-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.14,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.27,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",14.64,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.32,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",21.39,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",48.68,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",11.89,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",9.85,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",64.43,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-02T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",11671.81,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",32.36,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",19.03,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",32.71,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",44.56,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.26,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.12,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",61.26,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-02T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13476.39,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",28.95,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",15.98,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",30.87,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",41.27,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",13.75,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",12.23,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",56.37,"provisorisch"
"2022-04-02T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.57,"provisorisch"
"2022-04-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.44,"provisorisch"
"2022-04-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.36,"provisorisch"
"2022-04-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",59.2,"provisorisch"
"2022-04-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",74.46,"provisorisch"
"2022-04-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.31,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.22,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.57,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.17,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",15.35,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",65,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",14.47,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",11.83,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",73.91,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-03T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",9126.85,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",16.33,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",7.41,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",19.87,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",64.75,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",15.47,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",12.26,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",74.4,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-03T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7512.89,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",15.53,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",6.76,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",19.34,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",62.27,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",16.6,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",14.59,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",73.21,"provisorisch"
"2022-04-03T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-03T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.84,"provisorisch"
"2022-04-03T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.02,"provisorisch"
"2022-04-03T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.78,"provisorisch"
"2022-04-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",75.08,"provisorisch"
"2022-04-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",85.29,"provisorisch"
"2022-04-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.18,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.23,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.9,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.21,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",18.22,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",68.08,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",15.48,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",11.7,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",88.84,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-04T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10659.67,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",28.15,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",16.81,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",28.05,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",63.64,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",17.3,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",12.27,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",88.88,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-04T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9617.89,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",36.01,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",21.6,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",35.76,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",54.3,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",17.58,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",14.41,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",74.29,"provisorisch"
"2022-04-04T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-04T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.65,"provisorisch"
"2022-04-04T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.06,"provisorisch"
"2022-04-04T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.56,"provisorisch"
"2022-04-04T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",77.15,"provisorisch"
"2022-04-04T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",97.26,"provisorisch"
"2022-04-04T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.18,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.25,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",14.52,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.16,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",21.4,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",60.52,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",15.27,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10.5,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",81.23,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-05T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",13221.86,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",19.71,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",7.76,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",25.79,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",60.67,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.9,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.41,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",81.29,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-05T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",8854.9,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",45.85,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",29.63,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",42.25,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",46.89,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",17.34,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",12.91,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",74.73,"provisorisch"
"2022-04-05T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-05T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.79,"provisorisch"
"2022-04-05T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.35,"provisorisch"
"2022-04-05T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.92,"provisorisch"
"2022-04-05T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",72.91,"provisorisch"
"2022-04-05T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",87.66,"provisorisch"
"2022-04-05T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.17,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.19,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",12.16,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.58,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.24,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",39.38,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",11.88,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.68,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",62.51,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-06T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",9996.37,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",27.09,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",16.12,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",27.1,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",34.08,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.72,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.81,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",56.25,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-06T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10992.62,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",38.71,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",27.23,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",32.27,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",29.96,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",13.54,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.27,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",48.24,"provisorisch"
"2022-04-06T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-06T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.95,"provisorisch"
"2022-04-06T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.48,"provisorisch"
"2022-04-06T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.5,"provisorisch"
"2022-04-06T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",50.09,"provisorisch"
"2022-04-06T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",70.77,"provisorisch"
"2022-04-06T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.05,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.14,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",4.27,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.03,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",6.58,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",67.54,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.92,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.87,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",80.18,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-07T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7057.84,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",13.6,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",7.87,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",13.94,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",64.53,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.03,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.68,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",73.99,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-07T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",8454.27,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",21.18,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",13.2,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",20.26,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",58.46,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.51,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",4.32,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",73.65,"provisorisch"
"2022-04-07T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-07T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",2.62,"provisorisch"
"2022-04-07T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.04,"provisorisch"
"2022-04-07T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",3.42,"provisorisch"
"2022-04-07T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",73.07,"provisorisch"
"2022-04-07T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",84.93,"provisorisch"
"2022-04-07T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.04,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.15,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",7.51,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.2,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",11,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",67.76,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.84,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.24,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",84.61,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-08T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10203.84,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",19.49,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.24,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.05,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",65.77,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.69,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.97,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",84.06,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2022-04-08T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10394.24,"provisorisch"
