date,station,quartier,temperature
2022-04-21T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,17.62
2022-04-21T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,17.71
2022-04-21T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,17.71
2022-04-22T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,14.1
2022-04-22T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,14.17
2022-04-22T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,13.79
2022-04-23T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,12.1
2022-04-23T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,12.21
2022-04-23T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,11.58
2022-04-24T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,13.93
2022-04-24T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,14.15
2022-04-24T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,14.39
2022-04-25T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,13.16
2022-04-25T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,13.76
2022-04-25T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,13.07
2022-04-26T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,16.17
2022-04-26T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,16.25
2022-04-26T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,16.31
2022-04-27T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,18.74
2022-04-27T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,18.88
2022-04-27T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.09
2022-04-28T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.47
2022-04-28T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,19.84
2022-04-28T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.5
2022-04-29T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,15.63
2022-04-29T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,15.95
2022-04-29T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,15.66
2022-04-30T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,16.6
2022-04-30T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,16.8
2022-04-30T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,16.95
2022-05-01T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.49
2022-05-01T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,19.47
2022-05-01T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.23
2022-05-02T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.78
2022-05-02T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,20.45
2022-05-02T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.49
2022-05-03T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.38
2022-05-03T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,19.58
2022-05-03T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.27
2022-05-04T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,15.32
2022-05-04T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,15.31
2022-05-04T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,15.19
2022-05-05T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,14.93
2022-05-05T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,15.14
2022-05-05T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,14.81
2022-05-06T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,17.69
2022-05-06T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,18.73
2022-05-06T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,17.95
2022-05-07T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,18.18
2022-05-07T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,18.69
2022-05-07T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,18.13
2022-05-08T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,21.15
2022-05-08T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,21.7
2022-05-08T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,21.6
2022-05-09T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.56
2022-05-09T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.03
2022-05-09T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.47
2022-05-10T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.57
2022-05-10T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.78
2022-05-10T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.85
2022-05-11T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.58
2022-05-11T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.09
2022-05-11T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.7
2022-05-12T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,20.05
2022-05-12T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,20.5
2022-05-12T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.9
2022-05-13T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.54
2022-05-13T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24.79
2022-05-13T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.18
2022-05-14T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.92
2022-05-14T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.4
2022-05-14T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.31
2022-05-15T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.81
2022-05-15T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.31
2022-05-15T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.68
2022-05-16T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.36
2022-05-16T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.87
2022-05-16T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.51
2022-05-17T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.85
2022-05-17T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.24
2022-05-17T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.92
2022-05-18T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.03
2022-05-18T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.22
2022-05-18T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29
2022-05-19T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,31.37
2022-05-19T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31.73
2022-05-19T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,31.87
2022-05-20T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.48
2022-05-20T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24.37
2022-05-20T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.47
2022-05-21T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.81
2022-05-21T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.37
2022-05-21T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.81
2022-05-22T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.72
2022-05-22T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.89
2022-05-22T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.21
2022-05-23T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,17.45
2022-05-23T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,17.25
2022-05-23T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,16.65
2022-05-24T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,21.49
2022-05-24T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,21.67
2022-05-24T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.09
2022-05-25T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,22.27
2022-05-25T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,22.39
2022-05-25T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.56
2022-05-26T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,22.42
2022-05-26T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,22.66
2022-05-26T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.29
2022-05-27T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,18.92
2022-05-27T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,19.02
2022-05-27T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.23
2022-05-28T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,16.45
2022-05-28T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,16.71
2022-05-28T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,16.59
2022-05-29T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.4
2022-05-29T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,20.2
2022-05-29T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.99
2022-05-30T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,20.45
2022-05-30T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,20.99
2022-05-30T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,20.72
2022-05-31T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,20.26
2022-05-31T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,20.77
2022-05-31T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,20.2
2022-06-01T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,23.03
2022-06-01T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,23.92
2022-06-01T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.73
2022-06-02T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.12
2022-06-02T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.33
2022-06-02T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.89
2022-06-03T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.61
2022-06-03T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.28
2022-06-03T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,28.12
2022-06-04T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,22.88
2022-06-04T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,23.24
2022-06-04T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,23.14
2022-06-05T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.5
2022-06-05T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24.75
2022-06-05T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.31
2022-06-06T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.33
2022-06-06T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,19.55
2022-06-06T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.02
2022-06-07T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,22.47
2022-06-07T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,23.02
2022-06-07T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.07
2022-06-08T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,17.38
2022-06-08T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,17.86
2022-06-08T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,17.86
2022-06-09T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,22.37
2022-06-09T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,22.66
2022-06-09T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.74
2022-06-10T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.34
2022-06-10T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.86
2022-06-10T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.55
2022-06-11T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.8
2022-06-11T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,30.43
2022-06-11T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,30.13
2022-06-12T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.1
2022-06-12T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.83
2022-06-12T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.22
2022-06-13T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.48
2022-06-13T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27
2022-06-13T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.43
2022-06-14T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.86
2022-06-14T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31.44
2022-06-14T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,31.29
2022-06-15T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.52
2022-06-15T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31.11
2022-06-15T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,30.77
2022-06-16T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.49
2022-06-16T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,30.23
2022-06-16T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.58
2022-06-17T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,33.35
2022-06-17T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,34.41
2022-06-17T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,33.77
2022-06-18T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,35.31
2022-06-18T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,35.73
2022-06-18T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,35.63
2022-06-19T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,32.32
2022-06-19T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,32.53
2022-06-19T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,32.02
2022-06-20T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.53
2022-06-20T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31
2022-06-20T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,30.97
2022-06-21T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.45
2022-06-21T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.05
2022-06-21T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.4
2022-06-22T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.27
2022-06-22T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.86
2022-06-22T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.34
2022-06-23T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,23.38
2022-06-23T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,23.83
2022-06-23T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,23.35
2022-06-24T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.23
2022-06-24T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.71
2022-06-24T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.22
2022-06-25T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.13
2022-06-25T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.79
2022-06-25T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.34
2022-06-26T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,23.94
2022-06-26T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24
2022-06-26T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,23.71
2022-06-27T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,20.98
2022-06-27T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,21.46
2022-06-27T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,20.93
2022-06-28T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.4
2022-06-28T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.93
2022-06-28T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.8
2022-06-29T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.61
2022-06-29T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.93
2022-06-29T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.75
2022-06-30T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,19.09
2022-06-30T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,19.15
2022-06-30T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.11
2022-07-01T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.27
2022-07-01T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.7
2022-07-01T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.2
2022-07-02T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.48
2022-07-02T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,30.44
2022-07-02T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.95
2022-07-03T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.6
2022-07-03T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.34
2022-07-03T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.19
2022-07-04T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.97
2022-07-04T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.18
2022-07-04T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.43
2022-07-05T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.54
2022-07-05T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.05
2022-07-05T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.46
2022-07-06T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.28
2022-07-06T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24.68
2022-07-06T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,23.69
2022-07-07T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,23.89
2022-07-07T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24.34
2022-07-07T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.15
2022-07-08T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.53
2022-07-08T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.82
2022-07-08T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.54
2022-07-09T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.04
2022-07-09T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.82
2022-07-09T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.19
2022-07-10T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,25.04
2022-07-10T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,25.43
2022-07-10T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,25.08
2022-07-11T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.17
2022-07-11T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.59
2022-07-11T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.4
2022-07-12T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.9
2022-07-12T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31.46
2022-07-12T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,30.97
2022-07-13T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,33.38
2022-07-13T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,33.94
2022-07-13T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,33.75
2022-07-14T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.22
2022-07-14T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.08
2022-07-14T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.36
2022-07-15T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,28.23
2022-07-15T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.49
2022-07-15T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,28.57
2022-07-16T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.21
2022-07-16T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.67
2022-07-16T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.5
2022-07-17T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,32.11
2022-07-17T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,32.49
2022-07-17T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,32.46
2022-07-18T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,34.34
2022-07-18T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,34.86
2022-07-18T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,34.57
2022-07-19T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,32.81
2022-07-19T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,33.92
2022-07-19T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,32.7
2022-07-20T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,28.63
2022-07-20T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.7
2022-07-20T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,28.5
2022-07-21T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,33.16
2022-07-21T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,33.42
2022-07-21T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,33.37
2022-07-22T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.02
2022-07-22T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.27
2022-07-22T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.15
2022-07-23T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.53
2022-07-23T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31.09
2022-07-23T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,30.75
2022-07-24T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,34.59
2022-07-24T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,35.15
2022-07-24T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,34.53
2022-07-25T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.32
2022-07-25T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.34
2022-07-25T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.68
2022-07-26T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.4
2022-07-26T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,26.83
2022-07-26T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.53
2022-07-27T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.26
2022-07-27T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.65
2022-07-27T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.24
2022-07-28T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,24.27
2022-07-28T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,24.15
2022-07-28T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,24.37
2022-07-29T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.08
2022-07-29T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.44
2022-07-29T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.29
2022-07-30T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.29
2022-07-30T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.34
2022-07-30T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.47
2022-07-31T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,30.48
2022-07-31T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,31.23
2022-07-31T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,30.31
2022-08-01T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,29.49
2022-08-01T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,29.98
2022-08-01T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,29.73
2022-08-02T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,33.37
2022-08-02T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,33.48
2022-08-02T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,33.61
2022-08-03T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,35.39
2022-08-03T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,35.36
2022-08-03T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,35.21
2022-08-04T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,32.99
2022-08-04T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,33.09
2022-08-04T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,32.84
2022-08-05T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,20.86
2022-08-05T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,20.38
2022-08-05T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,19.91
2022-08-06T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,22.59
2022-08-06T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,22.96
2022-08-06T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,22.64
2022-08-07T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,26.81
2022-08-07T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.1
2022-08-07T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.84
2022-08-08T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.79
2022-08-08T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.29
2022-08-08T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.79
2022-08-09T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.67
2022-08-09T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.81
2022-08-09T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,27.55
2022-08-10T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.9
2022-08-10T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.1
2022-08-10T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,28.15
2022-08-11T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.14
2022-08-11T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,27.81
2022-08-11T23:00:00Z,Zch_Rosengartenstrasse,Wipkingen,26.81
2022-08-12T23:00:00Z,Zch_Stampfenbachstrasse,Rathaus,27.99
2022-08-12T23:00:00Z,Zch_Schimmelstrasse,Sihlfeld,28.22
