stn;time;ths2dndv;qths2dndv;th9120dv;qth9120dv;ths200dx;qths200dx;ths200d0;qths200d0;tre200nx;qtre200nx;tre200nn;qtre200nn;tre200dv;qtre200dv;t24200ds;qt24200ds;t18200ds;qt18200ds
SMA;19800101;-0.6;0;-2.3;0;0.3;0;-1.3;0;-0.8;0;-2.5;0;-;-;-;-;-;-
SMA;19800102;-1.3;0;-3.7;0;-1.4;0;-2.7;0;-2.1;0;-3.4;0;-;-;-;-;-;-
SMA;19800103;-1.1;0;-3.3;0;-0.3;0;-2.3;0;-2.1;0;-3.3;0;-;-;-;-;-;-
SMA;19800104;-1.3;0;-2.9;0;3.3;0;-1.9;0;3.3;0;-3.5;0;-;-;-;-;-;-
SMA;19800105;1.8;0;1.5;0;3.7;0;2.4;0;2.6;0;-0.4;0;-;-;-;-;-;-
SMA;19800106;2.4;0;1.3;0;3.6;0;2.2;0;2.8;0;0.1;0;-;-;-;-;-;-
SMA;19800107;2.7;0;0.2;0;2.1;0;1.1;0;0.9;0;0.4;0;-;-;-;-;-;-
SMA;19800108;2.8;0;0.0;0;1.8;0;0.9;0;1.0;0;0.5;0;-;-;-;-;-;-
SMA;19800109;-1.0;0;-2.7;0;0.4;0;-1.8;0;-1.4;0;-3.3;0;-;-;-;-;-;-
SMA;19800110;-1.1;0;-3.7;0;-2.1;0;-2.8;0;-2.6;0;-3.4;0;-;-;-;-;-;-
SMA;19800111;-1.9;0;-4.7;0;-2.9;0;-3.8;0;-3.7;0;-4.1;0;-;-;-;-;-;-
SMA;19800112;-5.1;0;-7.7;0;-5.0;0;-6.8;0;-6.4;0;-7.0;0;-;-;-;-;-;-
SMA;19800113;-4.7;0;-7.1;0;-5.2;0;-6.2;0;-5.3;0;-7.1;0;-;-;-;-;-;-
SMA;19800114;-4.1;0;-6.1;0;-3.4;0;-5.2;0;-3.8;0;-6.5;0;-;-;-;-;-;-
SMA;19800115;-4.4;0;-6.0;0;-3.5;0;-5.1;0;-4.3;0;-6.8;0;-;-;-;-;-;-
SMA;19800116;-5.7;0;-8.7;0;-5.8;0;-7.8;0;-5.8;0;-7.4;0;-;-;-;-;-;-
SMA;19800117;-5.5;0;-6.1;0;-3.8;0;-5.2;0;-3.9;0;-7.9;0;-;-;-;-;-;-
SMA;19800118;-3.1;0;-5.9;0;-3.8;0;-5.0;0;-4.4;0;-5.5;0;-;-;-;-;-;-
SMA;19800119;-4.2;0;-6.1;0;-2.5;0;-5.2;0;-3.6;0;-6.0;0;-;-;-;-;-;-
SMA;19800120;-3.0;0;-5.4;0;-2.0;0;-4.5;0;-3.4;0;-5.4;0;-;-;-;-;-;-
SMA;19800121;-2.1;0;-3.2;0;1.9;0;-2.3;0;1.9;0;-4.5;0;-;-;-;-;-;-
SMA;19800122;1.1;0;0.5;0;2.6;0;1.4;0;2.5;0;-1.3;0;-;-;-;-;-;-
SMA;19800123;2.9;0;2.3;0;6.3;0;3.2;0;3.0;0;0.5;0;-;-;-;-;-;-
SMA;19800124;2.8;0;2.7;0;9.5;0;3.6;0;3.8;0;0.5;0;-;-;-;-;-;-
SMA;19800125;2.6;0;1.2;0;4.5;0;2.1;0;2.9;0;0.3;0;-;-;-;-;-;-
SMA;19800126;1.4;0;-0.7;0;2.3;0;0.2;0;0.4;0;-0.4;0;-;-;-;-;-;-
SMA;19800127;0.2;0;-2.0;0;2.5;0;-1.1;0;-0.9;0;-2.1;0;-;-;-;-;-;-
SMA;19800128;-2.6;0;-3.0;0;1.4;0;-2.1;0;1.4;0;-4.9;0;-;-;-;-;-;-
SMA;19800129;1.7;0;1.3;0;7.3;0;2.2;0;4.0;0;-0.6;0;-;-;-;-;-;-
SMA;19800130;2.1;0;4.6;0;8.9;0;5.5;0;7.7;0;-0.1;0;-;-;-;-;-;-
SMA;19800131;7.0;0;5.7;0;10.8;0;6.6;0;6.8;0;4.8;0;-;-;-;-;-;-
SMA;19800201;3.8;0;2.1;0;5.7;0;3.0;0;2.5;0;4.3;0;-;-;-;-;-;-
SMA;19800202;2.6;0;1.8;0;5.4;0;2.7;0;5.1;0;0.5;0;-;-;-;-;-;-
SMA;19800203;4.0;0;2.7;0;5.8;0;3.6;0;4.9;0;2.3;0;-;-;-;-;-;-
SMA;19800204;4.4;0;4.2;0;10.6;0;5.2;0;10.6;0;2.4;0;-;-;-;-;-;-
SMA;19800205;5.8;0;7.6;0;11.5;0;8.6;0;8.1;0;3.8;0;-;-;-;-;-;-
SMA;19800206;7.7;0;5.3;0;8.3;0;6.3;0;6.5;0;5.9;0;-;-;-;-;-;-
SMA;19800207;5.8;0;3.5;0;5.9;0;4.6;0;4.8;0;4.8;0;-;-;-;-;-;-
SMA;19800208;4.2;0;4.0;0;9.6;0;5.1;0;5.3;0;2.5;0;-;-;-;-;-;-
SMA;19800209;2.8;0;4.2;0;11.5;0;5.4;0;8.4;0;1.1;0;-;-;-;-;-;-
SMA;19800210;6.8;0;5.2;0;8.8;0;6.4;0;6.4;0;5.0;0;-;-;-;-;-;-
SMA;19800211;5.3;0;3.3;0;7.3;0;4.6;0;5.0;0;4.2;0;-;-;-;-;-;-
SMA;19800212;2.7;0;2.1;0;7.6;0;3.5;0;3.7;0;1.0;0;-;-;-;-;-;-
SMA;19800213;-0.3;0;-0.4;0;5.2;0;1.0;0;2.9;0;-1.1;0;-;-;-;-;-;-
SMA;19800214;3.1;0;2.5;0;7.8;0;4.0;0;4.3;0;1.6;0;-;-;-;-;-;-
SMA;19800215;0.9;0;1.5;0;7.2;0;3.1;0;5.6;0;-0.5;0;-;-;-;-;-;-
SMA;19800216;5.4;0;4.7;0;9.3;0;6.4;0;7.1;0;4.0;0;-;-;-;-;-;-
SMA;19800217;4.8;0;2.0;0;4.8;0;3.8;0;3.5;0;4.0;0;-;-;-;-;-;-
SMA;19800218;2.5;0;0.1;0;3.9;0;2.0;0;1.2;0;1.7;0;-;-;-;-;-;-
SMA;19800219;0.2;0;-1.7;0;3.0;0;0.3;0;0.6;0;-1.0;0;-;-;-;-;-;-
SMA;19800220;-1.9;0;-1.6;0;5.3;0;0.5;0;2.2;0;-3.0;0;-;-;-;-;-;-
SMA;19800221;-1.7;0;-0.9;0;7.5;0;1.3;0;3.5;0;-2.8;0;-;-;-;-;-;-
SMA;19800222;-0.9;0;0.4;0;8.3;0;2.8;0;5.2;0;-1.9;0;-;-;-;-;-;-
SMA;19800223;3.3;0;1.3;0;8.4;0;3.8;0;5.1;0;2.5;0;-;-;-;-;-;-
SMA;19800224;2.3;0;0.1;0;6.1;0;2.7;0;3.2;0;1.9;0;-;-;-;-;-;-
SMA;19800225;1.3;0;-0.4;0;7.2;0;2.4;0;3.9;0;0.6;0;-;-;-;-;-;-
SMA;19800226;-0.3;0;-2.3;0;4.5;0;0.6;0;1.9;0;-0.8;0;-;-;-;-;-;-
SMA;19800227;-0.1;0;-2.4;0;4.9;0;0.7;0;1.9;0;-0.7;0;-;-;-;-;-;-
SMA;19800228;-0.9;0;-4.1;0;2.7;0;-0.9;0;-0.5;0;-1.4;0;-;-;-;-;-;-
SMA;19800229;-1.6;0;-3.3;0;4.6;0;0.1;0;1.8;0;-2.0;0;-;-;-;-;-;-
SMA;19800301;-2.3;0;-1.3;0;9.2;0;2.4;0;6.1;0;-2.5;0;-;-;-;-;-;-
SMA;19800302;-0.9;0;-0.7;0;8.8;0;3.2;0;6.0;0;-0.7;0;-;-;-;-;-;-
SMA;19800303;0.3;0;-3.1;0;4.1;0;0.9;0;0.9;0;1.6;0;-;-;-;-;-;-
SMA;19800304;-3.3;0;-3.8;0;4.8;0;0.4;0;1.7;0;-3.2;0;-;-;-;-;-;-
SMA;19800305;-3.6;0;-1.9;0;8.6;0;2.4;0;6.4;0;-3.5;0;-;-;-;-;-;-
SMA;19800306;2.4;0;1.4;0;9.8;0;5.9;0;6.9;0;2.6;0;-;-;-;-;-;-
SMA;19800307;1.6;0;-0.2;0;6.5;0;4.4;0;5.6;0;4.6;0;-;-;-;-;-;-
SMA;19800308;-0.5;0;-1.9;0;9.0;0;2.9;0;3.2;0;-0.1;0;-;-;-;-;-;-
SMA;19800309;0.3;0;-1.8;0;6.4;0;3.1;0;4.7;0;0.8;0;-;-;-;-;-;-
SMA;19800310;2.5;0;0.3;0;7.9;0;5.3;0;5.8;0;3.4;0;-;-;-;-;-;-
SMA;19800311;1.0;0;-2.4;0;5.5;0;2.8;0;2.9;0;2.2;0;-;-;-;-;-;-
SMA;19800312;-0.1;0;-2.2;0;6.7;0;3.1;0;4.7;0;1.0;0;-;-;-;-;-;-
SMA;19800313;1.4;0;-0.8;0;8.9;0;4.7;0;5.2;0;2.6;0;-;-;-;-;-;-
SMA;19800314;0.9;0;-1.3;0;7.9;0;4.3;0;6.3;0;1.9;0;-;-;-;-;-;-
SMA;19800315;2.2;0;-1.5;0;6.0;0;4.2;0;4.4;0;3.4;0;-;-;-;-;-;-
SMA;19800316;1.4;0;-2.0;0;6.3;0;3.9;0;4.8;0;2.7;0;-;-;-;-;-;-
SMA;19800317;2.1;0;-0.8;0;8.4;0;5.2;0;5.8;0;3.4;0;-;-;-;-;-;-
SMA;19800318;-1.0;0;0.2;0;13.8;0;6.3;0;10.0;0;0.4;0;-;-;-;-;-;-
SMA;19800319;0.8;0;1.1;0;13.0;0;7.4;0;9.6;0;2.3;0;-;-;-;-;-;-
SMA;19800320;-0.5;0;-4.5;0;3.3;0;1.9;0;1.0;0;2.8;0;-;-;-;-;-;-
SMA;19800321;-1.3;0;-2.9;0;9.1;0;3.6;0;7.0;0;0.3;0;-;-;-;-;-;-
SMA;19800322;-0.1;0;-1.3;0;9.2;0;5.3;0;7.0;0;1.6;0;-;-;-;-;-;-
SMA;19800323;1.7;0;-2.9;0;4.7;0;3.9;0;3.9;0;3.9;0;-;-;-;-;-;-
SMA;19800324;1.0;0;-2.5;0;7.0;0;4.4;0;5.5;0;2.9;0;-;-;-;-;-;-
SMA;19800325;-0.5;0;-0.8;0;12.9;0;6.2;0;8.4;0;1.7;0;-;-;-;-;-;-
SMA;19800326;1.2;0;-0.5;0;11.2;0;6.6;0;9.1;0;3.3;0;-;-;-;-;-;-
SMA;19800327;3.4;0;-0.1;0;10.5;0;7.1;0;10.5;0;5.6;0;-;-;-;-;-;-
SMA;19800328;5.8;0;3.9;0;14.6;0;11.2;0;12.2;0;8.0;0;-;-;-;-;-;-
SMA;19800329;7.3;0;3.1;0;12.7;0;10.5;0;11.0;0;9.6;0;-;-;-;-;-;-
SMA;19800330;2.0;0;-1.2;0;10.5;0;6.4;0;7.4;0;4.4;0;-;-;-;-;-;-
SMA;19800331;1.3;0;-2.6;0;9.7;0;5.1;0;9.7;0;3.8;0;-;-;-;-;-;-
SMA;19800401;2.4;0;1.9;0;14.1;0;9.8;0;13.1;0;5.1;0;-;-;-;-;-;-
SMA;19800402;2.5;0;-1.3;0;10.1;0;6.7;0;5.8;0;6.4;0;-;-;-;-;-;-
SMA;19800403;-2.1;0;-4.9;0;6.8;0;3.2;0;4.7;0;0.8;0;-;-;-;-;-;-
SMA;19800404;-2.7;0;-7.2;0;4.0;0;1.0;0;0.8;0;0.7;0;-;-;-;-;-;-
SMA;19800405;-3.1;0;-6.7;0;4.5;0;1.6;0;1.8;0;-0.1;0;-;-;-;-;-;-
SMA;19800406;-4.0;0;-7.1;0;5.0;0;1.3;0;2.8;0;-0.9;0;-;-;-;-;-;-
SMA;19800407;-2.5;0;-6.2;0;5.0;0;2.4;0;4.3;0;0.8;0;-;-;-;-;-;-
SMA;19800408;-2.9;0;-7.1;0;3.8;0;1.6;0;2.3;0;0.9;0;-;-;-;-;-;-
SMA;19800409;-3.1;0;-6.2;0;7.1;0;2.6;0;2.7;0;0.5;0;-;-;-;-;-;-
SMA;19800410;-3.0;0;-5.6;0;6.4;0;3.3;0;5.5;0;0.5;0;-;-;-;-;-;-
SMA;19800411;-2.9;0;-4.1;0;9.4;0;4.9;0;6.8;0;0.7;0;-;-;-;-;-;-
SMA;19800412;-3.6;0;-2.3;0;14.2;0;6.8;0;11.8;0;0.2;0;-;-;-;-;-;-
SMA;19800413;-1.7;0;-0.3;0;16.6;0;9.0;0;14.8;0;2.2;0;-;-;-;-;-;-
SMA;19800414;0.6;0;1.9;0;17.6;0;11.3;0;15.6;0;4.6;0;-;-;-;-;-;-
SMA;19800415;1.4;0;2.4;0;17.8;0;11.9;0;15.9;0;5.5;0;-;-;-;-;-;-
SMA;19800416;3.6;0;3.8;0;17.6;0;13.4;0;16.6;0;7.8;0;-;-;-;-;-;-
SMA;19800417;6.0;0;2.4;0;15.1;0;12.2;0;13.4;0;10.4;0;-;-;-;-;-;-
SMA;19800418;4.5;0;1.2;0;16.7;0;11.1;0;11.4;0;8.9;0;-;-;-;-;-;-
SMA;19800419;1.3;0;-2.6;0;10.2;0;7.4;0;8.6;0;5.8;0;-;-;-;-;-;-
SMA;19800420;-3.7;0;-7.5;0;6.1;0;2.6;0;2.0;0;2.8;0;-;-;-;-;-;-
SMA;19800421;-4.4;0;-8.5;0;5.9;0;1.8;0;1.7;0;0.4;0;-;-;-;-;-;-
SMA;19800422;-4.1;0;-8.5;0;4.2;0;1.9;0;2.7;0;0.8;0;-;-;-;-;-;-
SMA;19800423;-4.3;0;-7.9;0;6.0;0;2.6;0;2.8;0;0.8;0;-;-;-;-;-;-
SMA;19800424;-3.6;0;-6.2;0;7.8;0;4.4;0;6.8;0;1.7;0;-;-;-;-;-;-
SMA;19800425;-3.4;0;-7.1;0;5.9;0;3.7;0;4.6;0;3.2;0;-;-;-;-;-;-
SMA;19800426;-2.4;0;-6.3;0;6.9;0;4.6;0;5.7;0;3.1;0;-;-;-;-;-;-
SMA;19800427;-3.2;0;-6.7;0;7.7;0;4.3;0;6.0;0;2.4;0;-;-;-;-;-;-
SMA;19800428;-2.5;0;-4.2;0;11.2;0;7.0;0;9.9;0;3.3;0;-;-;-;-;-;-
SMA;19800429;-3.9;0;-2.5;0;14.8;0;8.8;0;13.4;0;2.0;0;-;-;-;-;-;-
SMA;19800430;-2.3;0;-0.9;0;17.4;0;10.5;0;15.2;0;3.7;0;-;-;-;-;-;-
SMA;19800501;-0.1;0;-0.2;0;17.4;0;11.5;0;15.3;0;6.2;0;-;-;-;-;-;-
SMA;19800502;0.8;0;-1.6;0;14.6;0;10.2;0;13.3;0;7.3;0;-;-;-;-;-;-
SMA;19800503;0.4;0;-2.7;0;13.6;0;9.3;0;9.1;0;7.0;0;-;-;-;-;-;-
SMA;19800504;1.7;0;-3.2;0;10.2;0;8.9;0;9.5;0;8.4;0;-;-;-;-;-;-
SMA;19800505;-2.4;0;-6.8;0;7.5;0;5.4;0;6.3;0;4.5;0;-;-;-;-;-;-
SMA;19800506;-2.0;0;-3.3;0;15.4;0;9.1;0;13.2;0;5.0;0;-;-;-;-;-;-
SMA;19800507;1.4;0;-2.8;0;11.8;0;9.7;0;11.1;0;9.1;0;-;-;-;-;-;-
SMA;19800508;0.1;0;-4.3;0;10.7;0;8.3;0;8.6;0;7.3;0;-;-;-;-;-;-
SMA;19800509;-0.8;0;-5.7;0;12.8;0;7.0;0;6.5;0;6.8;0;-;-;-;-;-;-
SMA;19800510;-3.6;0;-4.1;0;13.6;0;8.8;0;12.0;0;3.9;0;-;-;-;-;-;-
SMA;19800511;-2.5;0;-1.0;0;18.6;0;12.0;0;17.4;0;5.1;0;-;-;-;-;-;-
SMA;19800512;-0.6;0;0.9;0;21.5;0;14.0;0;19.2;0;7.1;0;-;-;-;-;-;-
SMA;19800513;0.1;0;0.5;0;22.1;0;13.7;0;17.6;0;7.9;0;-;-;-;-;-;-
SMA;19800514;-0.8;0;-3.0;0;14.7;0;10.4;0;12.2;0;7.3;0;-;-;-;-;-;-
SMA;19800515;-3.0;0;-4.6;0;13.7;0;8.9;0;11.7;0;5.0;0;-;-;-;-;-;-
SMA;19800516;-4.7;0;-5.7;0;12.3;0;7.9;0;10.6;0;3.5;0;-;-;-;-;-;-
SMA;19800517;-4.5;0;-4.0;0;14.5;0;9.7;0;12.9;0;3.8;0;-;-;-;-;-;-
SMA;19800518;-2.3;0;-4.1;0;14.3;0;9.8;0;11.0;0;6.1;0;-;-;-;-;-;-
SMA;19800519;-0.8;0;-3.6;0;13.8;0;10.4;0;12.3;0;7.7;0;-;-;-;-;-;-
SMA;19800520;-3.1;0;-1.5;0;18.4;0;12.6;0;17.2;0;5.5;0;-;-;-;-;-;-
SMA;19800521;-1.0;0;-0.9;0;19.9;0;13.3;0;15.0;0;7.7;0;-;-;-;-;-;-
SMA;19800522;0.8;0;-1.3;0;17.5;0;13.1;0;15.6;0;9.6;0;-;-;-;-;-;-
SMA;19800523;-2.3;0;-2.6;0;17.2;0;11.9;0;15.5;0;6.6;0;-;-;-;-;-;-
SMA;19800524;-2.5;0;-3.0;0;15.2;0;11.6;0;14.3;0;6.5;0;-;-;-;-;-;-
SMA;19800525;-2.7;0;-1.8;0;18.4;0;12.9;0;17.4;0;6.4;0;-;-;-;-;-;-
SMA;19800526;-2.0;0;0.1;0;22.1;0;14.9;0;20.2;0;7.2;0;-;-;-;-;-;-
SMA;19800527;1.6;0;0.3;0;20.5;0;15.3;0;18.7;0;10.9;0;-;-;-;-;-;-
SMA;19800528;1.3;0;-3.5;0;15.2;0;11.6;0;13.8;0;10.7;0;-;-;-;-;-;-
SMA;19800529;-0.9;0;-4.4;0;13.6;0;10.8;0;10.5;0;8.7;0;-;-;-;-;-;-
SMA;19800530;-2.1;0;-6.5;0;13.5;0;8.8;0;9.8;0;7.6;0;-;-;-;-;-;-
SMA;19800531;-4.2;0;-5.8;0;15.6;0;9.6;0;9.5;0;5.6;0;-;-;-;-;-;-
SMA;19800601;-3.1;0;-7.5;0;11.7;0;8.2;0;7.8;0;6.9;0;-;-;-;-;-;-
SMA;19800602;-3.3;0;-6.7;0;13.5;0;9.1;0;13.0;0;6.8;0;-;-;-;-;-;-
SMA;19800603;-2.5;0;-2.5;0;20.2;0;13.4;0;15.2;0;7.7;0;-;-;-;-;-;-
SMA;19800604;2.0;0;0.0;0;20.6;0;16.0;0;19.1;0;12.3;0;-;-;-;-;-;-
SMA;19800605;-0.4;0;0.6;0;23.9;0;16.7;0;22.3;0;9.9;0;-;-;-;-;-;-
SMA;19800606;2.7;0;-0.7;0;19.8;0;15.5;0;16.1;0;13.1;0;-;-;-;-;-;-
SMA;19800607;2.8;0;-2.1;0;17.6;0;14.2;0;14.1;0;13.5;0;-;-;-;-;-;-
SMA;19800608;2.2;0;-2.2;0;18.2;0;14.2;0;14.1;0;12.8;0;-;-;-;-;-;-
SMA;19800609;2.1;0;-1.4;0;19.3;0;15.2;0;18.7;0;12.8;0;-;-;-;-;-;-
SMA;19800610;1.9;0;-2.8;0;16.1;0;13.9;0;14.9;0;12.7;0;-;-;-;-;-;-
SMA;19800611;2.0;0;0.1;0;21.5;0;16.9;0;20.8;0;12.9;0;-;-;-;-;-;-
SMA;19800612;0.5;0;1.7;0;25.8;0;18.6;0;24.1;0;11.5;0;-;-;-;-;-;-
SMA;19800613;4.6;0;5.0;0;27.9;0;21.9;0;26.3;0;15.7;0;-;-;-;-;-;-
SMA;19800614;4.6;0;4.9;0;28.2;0;21.9;0;24.6;0;15.8;0;-;-;-;-;-;-
SMA;19800615;0.1;0;-1.9;0;21.6;0;15.2;0;14.7;0;11.4;0;-;-;-;-;-;-
SMA;19800616;-0.8;0;-1.8;0;21.7;0;15.4;0;18.0;0;10.6;0;-;-;-;-;-;-
SMA;19800617;0.1;0;-4.6;0;17.4;0;12.7;0;12.9;0;12.5;0;-;-;-;-;-;-
SMA;19800618;-1.6;0;-4.5;0;17.0;0;12.9;0;15.8;0;9.9;0;-;-;-;-;-;-
SMA;19800619;0.0;0;-2.5;0;19.0;0;15.0;0;17.0;0;11.6;0;-;-;-;-;-;-
SMA;19800620;-0.7;0;-4.8;0;15.5;0;12.8;0;13.3;0;12.4;0;-;-;-;-;-;-
SMA;19800621;-1.1;0;-4.3;0;17.0;0;13.3;0;14.6;0;10.7;0;-;-;-;-;-;-
SMA;19800622;-1.7;0;-4.3;0;17.5;0;13.4;0;16.8;0;10.2;0;-;-;-;-;-;-
SMA;19800623;-1.9;0;-6.0;0;14.0;0;11.8;0;13.6;0;10.1;0;-;-;-;-;-;-
SMA;19800624;-1.9;0;-4.8;0;18.0;0;13.1;0;14.0;0;10.2;0;-;-;-;-;-;-
SMA;19800625;-2.2;0;-7.0;0;14.0;0;10.9;0;12.4;0;10.2;0;-;-;-;-;-;-
SMA;19800626;-3.2;0;-6.3;0;16.5;0;11.7;0;11.3;0;9.1;0;-;-;-;-;-;-
SMA;19800627;-4.2;0;-8.6;0;13.4;0;9.5;0;10.3;0;8.8;0;-;-;-;-;-;-
SMA;19800628;-4.2;0;-7.4;0;14.0;0;10.8;0;12.0;0;8.2;0;-;-;-;-;-;-
SMA;19800629;-3.0;0;-8.1;0;13.5;0;10.1;0;11.0;0;10.4;0;-;-;-;-;-;-
SMA;19800630;-4.6;0;-5.3;0;18.5;0;13.0;0;16.6;0;7.9;0;-;-;-;-;-;-
SMA;19800701;-3.3;0;-7.9;0;15.2;0;10.5;0;10.6;0;9.9;0;-;-;-;-;-;-
SMA;19800702;-4.0;0;-8.6;0;12.1;0;9.9;0;11.3;0;8.9;0;-;-;-;-;-;-
SMA;19800703;-2.5;0;-6.6;0;14.5;0;11.9;0;13.2;0;10.3;0;-;-;-;-;-;-
SMA;19800704;-4.5;0;-5.3;0;18.0;0;13.3;0;16.8;0;8.4;0;-;-;-;-;-;-
SMA;19800705;-3.3;0;-4.9;0;18.2;0;13.7;0;15.2;0;9.7;0;-;-;-;-;-;-
SMA;19800706;-0.7;0;-5.0;0;17.0;0;13.7;0;15.6;0;12.3;0;-;-;-;-;-;-
SMA;19800707;-1.3;0;-2.2;0;22.3;0;16.5;0;20.5;0;11.8;0;-;-;-;-;-;-
SMA;19800708;-2.3;0;-6.1;0;15.2;0;12.7;0;13.4;0;14.4;0;-;-;-;-;-;-
SMA;19800709;-2.7;0;-8.0;0;12.5;0;10.8;0;11.6;0;11.1;0;-;-;-;-;-;-
SMA;19800710;-3.1;0;-7.2;0;13.7;0;11.6;0;12.6;0;10.2;0;-;-;-;-;-;-
SMA;19800711;-4.2;0;-7.4;0;13.8;0;11.5;0;12.1;0;10.1;0;-;-;-;-;-;-
SMA;19800712;-2.6;0;-5.8;0;17.1;0;13.1;0;15.1;0;10.8;0;-;-;-;-;-;-
SMA;19800713;-2.0;0;-6.7;0;14.0;0;12.3;0;12.2;0;11.4;0;-;-;-;-;-;-
SMA;19800714;-2.2;0;-2.5;0;22.7;0;16.5;0;21.6;0;11.3;0;-;-;-;-;-;-
SMA;19800715;0.2;0;-4.5;0;16.5;0;14.5;0;14.6;0;13.7;0;-;-;-;-;-;-
SMA;19800716;-0.8;0;-5.7;0;17.4;0;13.4;0;13.7;0;12.8;0;-;-;-;-;-;-
SMA;19800717;-3.8;0;-6.3;0;17.5;0;12.8;0;16.1;0;9.8;0;-;-;-;-;-;-
SMA;19800718;-4.5;0;-5.7;0;18.6;0;13.4;0;16.3;0;9.1;0;-;-;-;-;-;-
SMA;19800719;-1.4;0;-2.3;0;23.3;0;16.9;0;21.6;0;12.2;0;-;-;-;-;-;-
SMA;19800720;-0.1;0;-3.5;0;20.7;0;15.7;0;14.8;0;13.5;0;-;-;-;-;-;-
SMA;19800721;-4.2;0;-7.3;0;16.2;0;11.9;0;13.3;0;9.5;0;-;-;-;-;-;-
SMA;19800722;-6.8;0;-6.3;0;19.4;0;12.9;0;18.2;0;6.9;0;-;-;-;-;-;-
SMA;19800723;-5.5;0;-2.2;0;25.6;0;17.1;0;24.2;0;8.2;0;-;-;-;-;-;-
SMA;19800724;0.2;0;1.5;0;27.3;0;20.8;0;25.7;0;13.9;0;-;-;-;-;-;-
SMA;19800725;0.9;0;2.1;0;28.3;0;21.4;0;26.3;0;14.6;0;-;-;-;-;-;-
SMA;19800726;1.5;0;1.6;0;28.6;0;20.9;0;23.1;0;15.2;0;-;-;-;-;-;-
SMA;19800727;0.9;0;-0.6;0;22.9;0;18.7;0;21.4;0;14.6;0;-;-;-;-;-;-
SMA;19800728;1.6;0;0.4;0;25.1;0;19.8;0;23.6;0;15.3;0;-;-;-;-;-;-
SMA;19800729;1.8;0;-0.5;0;27.6;0;18.9;0;17.6;0;15.5;0;-;-;-;-;-;-
SMA;19800730;0.8;0;-2.3;0;20.8;0;17.1;0;19.0;0;14.6;0;-;-;-;-;-;-
SMA;19800731;-0.5;0;-1.0;0;23.4;0;18.4;0;22.0;0;13.3;0;-;-;-;-;-;-
SMA;19800801;-0.3;0;0.6;0;27.4;0;20.0;0;25.3;0;13.4;0;-;-;-;-;-;-
SMA;19800802;2.6;0;3.2;0;30.3;0;22.6;0;26.5;0;16.3;0;-;-;-;-;-;-
SMA;19800803;5.2;0;4.2;0;29.3;0;23.6;0;25.8;0;18.9;0;-;-;-;-;-;-
SMA;19800804;4.0;0;2.2;0;26.0;0;21.6;0;23.8;0;17.6;0;-;-;-;-;-;-
SMA;19800805;3.8;0;1.2;0;25.1;0;20.6;0;21.8;0;17.4;0;-;-;-;-;-;-
SMA;19800806;3.6;0;1.1;0;24.8;0;20.5;0;23.2;0;17.2;0;-;-;-;-;-;-
SMA;19800807;-0.3;0;1.1;0;28.4;0;20.4;0;25.7;0;13.3;0;-;-;-;-;-;-
SMA;19800808;1.4;0;-3.6;0;19.5;0;15.7;0;16.3;0;15.1;0;-;-;-;-;-;-
SMA;19800809;1.4;0;-0.4;0;23.9;0;18.9;0;22.3;0;14.9;0;-;-;-;-;-;-
SMA;19800810;1.2;0;0.6;0;25.4;0;19.8;0;22.8;0;14.6;0;-;-;-;-;-;-
SMA;19800811;1.6;0;0.5;0;25.0;0;19.7;0;23.2;0;15.0;0;-;-;-;-;-;-
SMA;19800812;0.7;0;-4.1;0;19.7;0;15.0;0;14.8;0;15.2;0;-;-;-;-;-;-
SMA;19800813;-1.3;0;-5.1;0;16.0;0;13.9;0;15.1;0;12.0;0;-;-;-;-;-;-
SMA;19800814;0.1;0;-0.9;0;23.4;0;18.1;0;21.5;0;13.4;0;-;-;-;-;-;-
SMA;19800815;0.0;0;0.2;0;24.8;0;19.1;0;23.2;0;13.2;0;-;-;-;-;-;-
SMA;19800816;1.5;0;-3.8;0;16.1;0;15.0;0;15.1;0;15.0;0;-;-;-;-;-;-
SMA;19800817;0.4;0;-2.4;0;20.4;0;16.3;0;19.1;0;13.5;0;-;-;-;-;-;-
SMA;19800818;0.5;0;-1.1;0;22.1;0;17.6;0;19.9;0;13.6;0;-;-;-;-;-;-
SMA;19800819;0.5;0;-0.1;0;24.2;0;18.5;0;21.7;0;13.5;0;-;-;-;-;-;-
SMA;19800820;3.2;0;0.5;0;22.9;0;19.0;0;21.1;0;16.2;0;-;-;-;-;-;-
SMA;19800821;2.0;0;1.5;0;26.2;0;19.9;0;22.3;0;14.9;0;-;-;-;-;-;-
SMA;19800822;2.7;0;-0.9;0;21.1;0;17.3;0;17.2;0;15.5;0;-;-;-;-;-;-
SMA;19800823;-2.5;0;-5.5;0;17.2;0;12.6;0;14.3;0;10.3;0;-;-;-;-;-;-
SMA;19800824;-5.9;0;-5.7;0;17.9;0;12.3;0;15.8;0;6.8;0;-;-;-;-;-;-
SMA;19800825;-6.0;0;-5.1;0;19.8;0;12.8;0;16.3;0;6.7;0;-;-;-;-;-;-
SMA;19800826;-3.1;0;-3.1;0;21.6;0;14.7;0;16.7;0;9.5;0;-;-;-;-;-;-
SMA;19800827;2.0;0;-1.0;0;19.6;0;16.6;0;16.7;0;14.4;0;-;-;-;-;-;-
