stn;time;ths2dndv;qths2dndv;th9120dv;qth9120dv;ths200dx;qths200dx;ths200d0;qths200d0;tre200nx;qtre200nx;tre200nn;qtre200nn;tre200dv;qtre200dv;t24200ds;qt24200ds;t18200ds;qt18200ds
SMA;19931025;-1.9;0;-4.4;0;4.9;0;4.2;0;4.8;0;3.3;0;-1.8;0;4.6;0;4.7;0
SMA;19931026;-2.2;0;-4.6;0;4.5;0;3.9;0;4.0;0;4.1;0;-2.0;0;3.4;0;3.3;0
SMA;19931027;-1.6;0;-4.0;0;5.1;0;4.3;0;4.7;0;2.9;0;-1.4;0;4.1;0;4.6;0
SMA;19931028;-1.2;0;-3.3;0;7.5;0;4.8;0;4.8;0;3.8;0;-0.7;0;4.1;0;4.0;0
SMA;19931029;-1.1;0;-3.4;0;6.1;0;4.5;0;4.9;0;3.5;0;-0.8;0;3.8;0;4.9;0
SMA;19931030;-1.6;0;-4.2;0;5.3;0;3.6;0;3.4;0;3.2;0;-1.6;0;3.2;0;3.3;0
SMA;19931031;-1.5;0;-3.7;0;6.3;0;3.9;0;4.0;0;2.8;0;-1.2;0;3.4;0;3.9;0
SMA;19931101;-2.5;0;-3.2;0;7.3;0;4.0;0;4.7;0;1.4;0;-1.0;0;3.6;0;4.8;0
SMA;19931102;-0.8;0;-2.2;0;7.6;0;4.8;0;6.0;0;3.0;0;-0.1;0;4.8;0;5.9;0
SMA;19931103;0.1;0;-0.6;0;11.2;0;6.2;0;6.8;0;3.6;0;1.5;0;5.5;0;6.9;0
SMA;19931104;-0.6;0;-2.1;0;5.7;0;4.6;0;5.5;0;3.8;0;0.1;0;5.2;0;5.1;0
SMA;19931105;1.3;0;-1.6;0;5.5;0;4.9;0;4.9;0;4.6;0;0.5;0;4.8;0;4.7;0
SMA;19931106;1.2;0;-1.2;0;6.0;0;5.1;0;6.6;0;4.3;0;0.9;0;6.0;0;5.6;0
SMA;19931107;3.2;0;1.5;0;10.1;0;7.6;0;8.3;0;5.4;0;3.5;0;6.5;0;8.3;0
SMA;19931108;2.3;0;0.1;0;7.0;0;6.1;0;6.7;0;5.8;0;2.2;0;5.7;0;6.5;0
SMA;19931109;2.2;0;0.1;0;7.4;0;5.9;0;5.7;0;5.5;0;2.1;0;4.7;0;5.6;0
SMA;19931110;1.3;0;0.3;0;8.3;0;5.9;0;8.7;0;4.2;0;2.3;0;8.0;0;5.8;0
SMA;19931111;1.5;0;1.1;0;8.7;0;6.6;0;4.9;0;5.8;0;3.1;0;4.7;0;5.0;0
SMA;19931112;-1.8;0;-1.8;0;7.8;0;3.5;0;2.8;0;2.4;0;0.1;0;0.5;0;2.8;0
SMA;19931113;-1.7;0;-2.9;0;4.5;0;2.3;0;6.8;0;0.2;0;-0.9;0;3.6;0;3.1;0
SMA;19931114;1.6;0;2.4;0;12.8;0;7.4;0;6.6;0;2.6;0;4.3;0;4.7;0;7.4;0
SMA;19931115;-1.0;0;-2.9;0;4.8;0;2.0;0;1.8;0;2.0;0;-1.0;0;1.3;0;1.8;0
SMA;19931116;-1.5;0;-3.7;0;1.8;0;1.0;0;0.5;0;0.7;0;-1.9;0;0.0;0;0.2;0
SMA;19931117;-2.3;0;-4.6;0;0.6;0;0.0;0;0.0;0;-0.2;0;-2.8;0;-0.9;0;0.0;0
SMA;19931118;-3.9;0;-6.0;0;-0.8;0;-1.6;0;-1.7;0;-1.4;0;-4.3;0;-2.6;0;-1.6;0
SMA;19931119;-5.3;0;-7.7;0;-2.5;0;-3.4;0;-3.7;0;-3.5;0;-6.0;0;-4.1;0;-3.6;0
SMA;19931120;-6.6;0;-9.1;0;-4.2;0;-4.9;0;-5.1;0;-4.9;0;-7.3;0;-5.4;0;-5.2;0
SMA;19931121;-6.8;0;-7.9;0;-0.5;0;-3.9;0;-3.5;0;-5.9;0;-6.2;0;-5.1;0;-3.4;0
SMA;19931122;-6.8;0;-7.9;0;-2.7;0;-4.0;0;-3.2;0;-6.0;0;-6.1;0;-3.9;0;-3.5;0
SMA;19931123;-5.3;0;-7.2;0;-1.5;0;-3.4;0;-3.0;0;-4.3;0;-5.4;0;-4.4;0;-3.0;0
SMA;19931124;-5.9;0;-5.8;0;2.1;0;-2.2;0;-0.6;0;-5.4;0;-4.1;0;-2.8;0;-0.8;0
SMA;19931125;-5.4;0;-6.5;0;-1.7;0;-3.0;0;-2.1;0;-4.8;0;-4.8;0;-2.7;0;-2.0;0
SMA;19931126;-4.3;0;-6.9;0;-2.4;0;-3.5;0;-3.6;0;-3.5;0;-5.2;0;-3.8;0;-3.8;0
SMA;19931127;-4.2;0;-6.6;0;-2.6;0;-3.3;0;-2.7;0;-4.0;0;-4.8;0;-3.1;0;-3.2;0
SMA;19931128;-5.7;0;-7.0;0;-2.8;0;-3.8;0;-4.6;0;-3.4;0;-5.2;0;-5.2;0;-4.7;0
SMA;19931129;-5.9;0;-7.6;0;-2.0;0;-4.5;0;-3.7;0;-5.6;0;-5.8;0;-5.9;0;-4.0;0
SMA;19931130;-6.8;0;-8.3;0;-2.0;0;-5.3;0;-3.6;0;-6.9;0;-6.6;0;-5.1;0;-5.2;0
SMA;19931201;-4.6;0;-4.0;0;1.2;0;-1.2;0;1.2;0;-6.1;0;-2.4;0;0.7;0;0.5;0
SMA;19931202;0.6;0;-0.2;0;4.5;0;2.5;0;3.8;0;0.2;0;1.3;0;2.0;0;3.7;0
SMA;19931203;1.3;0;0.8;0;6.2;0;3.4;0;3.3;0;1.6;0;2.3;0;1.5;0;3.8;0
SMA;19931204;-0.2;0;1.3;0;11.1;0;3.8;0;6.9;0;-0.7;0;2.8;0;6.1;0;5.8;0
SMA;19931205;3.3;0;3.1;0;7.1;0;5.5;0;5.9;0;4.2;0;4.6;0;2.6;0;5.7;0
SMA;19931206;0.4;0;-0.7;0;3.0;0;1.6;0;2.4;0;0.0;0;0.8;0;1.8;0;1.6;0
SMA;19931207;2.1;0;0.7;0;4.7;0;2.9;0;5.0;0;1.3;0;2.2;0;4.4;0;4.2;0
SMA;19931208;2.1;0;4.0;0;12.5;0;6.1;0;12.5;0;1.2;0;5.5;0;12.5;0;9.4;0
SMA;19931209;7.7;0;7.2;0;12.5;0;9.3;0;7.6;0;9.0;0;8.8;0;6.7;0;7.7;0
SMA;19931210;6.5;0;6.7;0;11.3;0;8.7;0;10.9;0;6.1;0;8.3;0;9.8;0;10.9;0
SMA;19931211;1.1;0;0.9;0;6.9;0;2.8;0;1.9;0;3.6;0;2.5;0;0.5;0;1.6;0
SMA;19931212;1.9;0;0.9;0;5.2;0;2.7;0;6.8;0;0.2;0;2.5;0;3.2;0;3.6;0
SMA;19931213;4.4;0;5.5;0;10.4;0;7.3;0;8.8;0;2.4;0;7.2;0;8.7;0;7.4;0
SMA;19931214;4.1;0;2.7;0;8.6;0;4.4;0;4.0;0;3.2;0;4.4;0;3.1;0;4.1;0
SMA;19931215;2.4;0;2.0;0;5.9;0;3.6;0;4.5;0;1.0;0;3.6;0;3.2;0;4.2;0
SMA;19931216;3.3;0;1.7;0;4.5;0;3.3;0;3.7;0;2.3;0;3.4;0;3.4;0;3.2;0
SMA;19931217;3.5;0;3.5;0;7.7;0;5.0;0;7.7;0;2.0;0;5.2;0;7.0;0;6.6;0
SMA;19931218;4.3;0;4.4;0;8.1;0;5.9;0;5.6;0;5.1;0;6.1;0;2.7;0;5.5;0
SMA;19931219;3.7;0;4.4;0;11.3;0;5.8;0;12.0;0;2.0;0;6.1;0;11.3;0;7.4;0
SMA;19931220;12.2;0;12.3;0;16.3;0;13.7;0;15.3;0;7.4;0;14.1;0;14.2;0;14.5;0
SMA;19931221;2.2;0;6.4;0;15.3;0;7.7;0;2.8;0;10.5;0;8.1;0;0.7;0;1.3;0
SMA;19931222;1.9;0;1.1;0;4.4;0;2.4;0;4.7;0;0.1;0;2.9;0;3.6;0;3.1;0
SMA;19931223;4.3;0;2.7;0;5.0;0;4.0;0;4.4;0;2.4;0;4.6;0;3.0;0;4.4;0
SMA;19931224;1.3;0;0.0;0;3.6;0;1.2;0;0.6;0;2.0;0;1.8;0;-0.4;0;-0.2;0
SMA;19931225;1.3;0;-0.9;0;2.0;0;0.3;0;0.2;0;-0.6;0;1.0;0;-0.6;0;0.3;0
SMA;19931226;-1.2;0;-3.4;0;-0.8;0;-2.3;0;-2.7;0;-1.7;0;-1.6;0;-3.0;0;-3.1;0
SMA;19931227;-1.3;0;-2.9;0;-0.5;0;-1.8;0;-0.5;0;-3.4;0;-1.0;0;-0.7;0;-0.9;0
SMA;19931228;-1.5;0;-2.8;0;-0.4;0;-1.7;0;0.4;0;-2.2;0;-0.9;0;-1.8;0;-1.6;0
SMA;19931229;0.7;0;0.4;0;5.1;0;1.5;0;6.3;0;-1.9;0;2.4;0;5.1;0;2.6;0
SMA;19931230;6.4;0;5.4;0;9.1;0;6.4;0;9.7;0;1.9;0;7.3;0;6.1;0;6.0;0
SMA;19931231;7.7;0;6.6;0;9.8;0;7.6;0;7.8;0;4.5;0;8.5;0;5.6;0;7.9;0
SMA;19940101;2.5;0;1.2;0;5.6;0;2.2;0;1.7;0;1.1;0;3.1;0;1.1;0;1.7;0
SMA;19940102;1.3;0;1.7;0;6.6;0;2.7;0;5.6;0;-0.5;0;3.6;0;4.8;0;5.2;0
SMA;19940103;6.4;0;4.4;0;8.5;0;5.4;0;8.5;0;4.3;0;6.3;0;5.8;0;4.7;0
SMA;19940104;5.8;0;4.3;0;6.5;0;5.3;0;6.4;0;4.0;0;6.2;0;5.1;0;6.5;0
SMA;19940105;6.4;0;4.8;0;7.3;0;5.7;0;7.3;0;3.4;0;6.6;0;6.3;0;7.3;0
SMA;19940106;6.4;0;5.4;0;11.2;0;6.3;0;12.1;0;4.0;0;7.3;0;10.7;0;5.6;0
SMA;19940107;5.9;0;5.4;0;12.1;0;6.3;0;4.4;0;4.8;0;7.3;0;4.0;0;3.6;0
SMA;19940108;4.5;0;2.0;0;3.9;0;2.9;0;3.4;0;2.1;0;3.9;0;3.2;0;3.3;0
SMA;19940109;4.1;0;1.9;0;4.2;0;2.8;0;3.2;0;2.2;0;3.8;0;2.4;0;2.2;0
SMA;19940110;3.0;0;0.5;0;2.4;0;1.4;0;2.5;0;1.4;0;2.4;0;1.4;0;0.8;0
SMA;19940111;3.9;0;1.8;0;3.7;0;2.7;0;3.7;0;0.5;0;3.7;0;1.7;0;3.2;0
SMA;19940112;3.0;0;3.4;0;8.3;0;4.3;0;10.3;0;0.5;0;5.3;0;8.3;0;5.5;0
SMA;19940113;9.1;0;8.6;0;13.6;0;9.5;0;7.6;0;5.2;0;10.6;0;6.9;0;7.6;0
SMA;19940114;6.4;0;3.7;0;7.2;0;4.6;0;4.7;0;4.7;0;5.7;0;4.5;0;4.2;0
SMA;19940115;3.2;0;2.3;0;5.0;0;3.2;0;2.4;0;3.0;0;4.3;0;1.2;0;2.3;0
SMA;19940116;1.8;0;-0.4;0;1.6;0;0.5;0;0.9;0;-0.8;0;1.6;0;0.4;0;0.6;0
SMA;19940117;-1.4;0;-1.7;0;0.5;0;-0.8;0;-1.4;0;-0.7;0;0.3;0;-4.0;0;-1.4;0
SMA;19940118;-4.4;0;-5.2;0;-1.2;0;-4.3;0;-3.9;0;-6.5;0;-3.2;0;-5.4;0;-3.9;0
SMA;19940119;-4.2;0;-6.1;0;-2.4;0;-5.2;0;-5.5;0;-6.2;0;-4.1;0;-6.3;0;-6.4;0
SMA;19940120;-4.4;0;-5.9;0;-2.7;0;-5.0;0;-2.2;0;-6.9;0;-3.9;0;-3.3;0;-3.7;0
SMA;19940121;-2.2;0;-3.3;0;-0.2;0;-2.4;0;-2.1;0;-3.8;0;-1.3;0;-4.1;0;-1.9;0
SMA;19940122;-2.2;0;-3.8;0;-0.3;0;-2.9;0;-2.7;0;-4.8;0;-1.9;0;-3.4;0;-2.7;0
SMA;19940123;-1.8;0;-1.1;0;3.4;0;-0.2;0;4.7;0;-4.4;0;0.8;0;3.1;0;1.5;0
SMA;19940124;5.6;0;4.0;0;6.5;0;4.9;0;7.3;0;1.5;0;5.9;0;6.3;0;5.9;0
SMA;19940125;8.9;0;6.6;0;8.8;0;7.5;0;8.8;0;5.8;0;8.5;0;6.5;0;8.6;0
SMA;19940126;3.8;0;3.5;0;7.5;0;4.4;0;4.1;0;4.3;0;5.4;0;3.2;0;2.8;0
SMA;19940127;5.3;0;4.8;0;9.1;0;5.7;0;8.3;0;2.2;0;6.7;0;6.4;0;7.0;0
SMA;19940128;1.5;0;2.2;0;8.3;0;3.1;0;2.3;0;1.1;0;4.1;0;-1.0;0;1.8;0
SMA;19940129;-0.7;0;-1.0;0;3.0;0;-0.1;0;1.3;0;-3.2;0;0.8;0;0.5;0;1.2;0
SMA;19940130;2.9;0;3.1;0;8.8;0;4.0;0;6.5;0;0.5;0;4.9;0;3.2;0;6.9;0
SMA;19940131;2.3;0;2.7;0;6.5;0;3.6;0;2.3;0;3.2;0;4.4;0;-0.1;0;2.6;0
SMA;19940201;0.6;0;1.0;0;5.7;0;1.9;0;5.4;0;-1.5;0;2.7;0;4.9;0;3.6;0
SMA;19940202;5.5;0;3.7;0;6.1;0;4.6;0;7.7;0;2.8;0;5.4;0;5.9;0;4.1;0
SMA;19940203;7.6;0;6.8;0;12.4;0;7.7;0;9.7;0;4.2;0;8.4;0;6.8;0;9.6;0
SMA;19940204;6.6;0;4.7;0;8.2;0;5.7;0;6.7;0;4.9;0;6.4;0;5.7;0;6.3;0
SMA;19940205;3.1;0;3.3;0;7.1;0;4.3;0;4.7;0;2.0;0;4.9;0;4.7;0;4.6;0
SMA;19940206;5.6;0;3.1;0;5.0;0;4.1;0;3.8;0;3.9;0;4.7;0;3.6;0;3.7;0
SMA;19940207;3.1;0;2.2;0;4.1;0;3.3;0;3.7;0;3.2;0;3.8;0;1.0;0;3.5;0
SMA;19940208;2.1;0;0.2;0;3.4;0;1.3;0;1.8;0;0.3;0;1.7;0;0.6;0;1.5;0
SMA;19940209;2.3;0;0.1;0;3.6;0;1.3;0;1.9;0;0.0;0;1.7;0;1.6;0;1.3;0
SMA;19940210;2.1;0;0.3;0;3.3;0;1.5;0;2.2;0;0.3;0;1.8;0;0.9;0;2.4;0
SMA;19940211;-0.4;0;-1.5;0;1.2;0;-0.2;0;-0.8;0;0.3;0;0.0;0;-2.3;0;-0.8;0
SMA;19940212;-1.4;0;-2.8;0;0.4;0;-1.4;0;-0.6;0;-2.3;0;-1.2;0;-1.9;0;-0.6;0
SMA;19940213;-4.0;0;-4.9;0;-1.5;0;-3.5;0;-4.9;0;-2.4;0;-3.4;0;-5.8;0;-5.0;0
SMA;19940214;-5.5;0;-6.9;0;-3.3;0;-5.4;0;-4.5;0;-6.8;0;-5.4;0;-6.1;0;-4.4;0
SMA;19940215;-5.4;0;-5.7;0;-0.9;0;-4.1;0;-1.4;0;-6.9;0;-4.2;0;-4.5;0;-1.3;0
SMA;19940216;-3.2;0;-4.4;0;0.0;0;-2.7;0;-1.8;0;-4.8;0;-2.9;0;-3.9;0;-1.6;0
SMA;19940217;-4.1;0;-3.1;0;2.4;0;-1.3;0;1.0;0;-5.6;0;-1.6;0;-1.7;0;1.2;0
SMA;19940218;-2.2;0;-2.4;0;3.4;0;-0.5;0;0.1;0;-3.5;0;-0.9;0;-2.8;0;0.3;0
SMA;19940219;-2.9;0;-4.6;0;-0.1;0;-2.6;0;-2.0;0;-3.6;0;-3.1;0;-4.3;0;-2.0;0
SMA;19940220;-3.7;0;-2.7;0;4.7;0;-0.6;0;4.7;0;-5.0;0;-1.2;0;3.5;0;1.1;0
SMA;19940221;1.7;0;-0.2;0;4.2;0;2.0;0;2.0;0;0.7;0;1.2;0;1.3;0;1.5;0
SMA;19940222;2.2;0;2.2;0;9.9;0;4.6;0;7.8;0;1.0;0;3.7;0;2.5;0;7.7;0
SMA;19940223;2.3;0;1.8;0;7.3;0;4.3;0;4.9;0;1.4;0;3.3;0;3.8;0;4.7;0
SMA;19940224;3.5;0;1.7;0;5.3;0;4.3;0;5.7;0;2.7;0;3.2;0;4.4;0;4.9;0
SMA;19940225;4.2;0;3.8;0;11.3;0;6.6;0;7.4;0;3.8;0;5.4;0;3.4;0;7.8;0
SMA;19940226;2.2;0;3.3;0;11.3;0;6.2;0;10.4;0;1.4;0;4.8;0;6.6;0;8.9;0
SMA;19940227;4.7;0;5.4;0;12.6;0;8.5;0;10.4;0;4.7;0;7.0;0;7.7;0;9.2;0
SMA;19940228;7.0;0;5.7;0;13.1;0;8.9;0;9.4;0;6.1;0;7.2;0;6.9;0;9.2;0
SMA;19940301;6.0;0;3.4;0;9.0;0;7.1;0;7.2;0;6.4;0;5.3;0;5.6;0;7.5;0
SMA;19940302;4.9;0;2.3;0;9.4;0;6.2;0;5.5;0;4.9;0;4.4;0;5.3;0;5.5;0
SMA;19940303;5.0;0;3.4;0;10.2;0;7.4;0;8.3;0;4.6;0;5.5;0;7.8;0;8.2;0
SMA;19940304;2.5;0;2.1;0;10.6;0;6.3;0;6.5;0;2.7;0;4.2;0;4.1;0;7.0;0
SMA;19940305;-0.1;0;3.1;0;14.4;0;7.4;0;11.6;0;0.0;0;5.2;0;10.5;0;10.4;0
SMA;19940306;5.3;0;3.9;0;10.9;0;8.4;0;7.4;0;8.1;0;6.0;0;6.0;0;7.6;0
SMA;19940307;4.7;0;3.1;0;12.2;0;7.7;0;10.0;0;4.8;0;5.1;0;8.2;0;10.0;0
SMA;19940308;6.1;0;4.6;0;12.7;0;9.4;0;10.5;0;6.4;0;6.7;0;9.0;0;10.5;0
SMA;19940309;6.5;0;6.9;0;17.9;0;11.8;0;14.0;0;7.0;0;8.9;0;10.4;0;14.1;0
SMA;19940310;7.4;0;6.3;0;17.0;0;11.3;0;11.1;0;7.8;0;8.2;0;9.2;0;11.2;0
SMA;19940311;4.9;0;5.1;0;15.9;0;10.3;0;12.8;0;5.4;0;7.0;0;10.2;0;12.2;0
SMA;19940312;4.6;0;5.3;0;15.3;0;10.6;0;8.8;0;9.5;0;7.2;0;5.2;0;8.9;0
SMA;19940313;4.5;0;2.5;0;11.5;0;8.0;0;9.7;0;5.1;0;4.4;0;7.3;0;9.7;0
SMA;19940314;5.3;0;2.7;0;11.6;0;8.3;0;9.3;0;6.1;0;4.6;0;8.3;0;9.9;0
SMA;19940315;6.7;0;3.8;0;13.4;0;9.5;0;10.1;0;7.9;0;5.6;0;8.0;0;9.9;0
SMA;19940316;4.1;0;1.0;0;8.2;0;6.9;0;7.0;0;6.9;0;2.8;0;6.2;0;6.9;0
SMA;19940317;-0.2;0;-2.0;0;6.3;0;4.0;0;3.7;0;3.6;0;-0.2;0;2.3;0;3.3;0
SMA;19940318;-1.0;0;-0.6;0;9.1;0;5.5;0;8.2;0;0.1;0;1.2;0;7.2;0;8.2;0
SMA;19940319;4.8;0;1.9;0;11.7;0;8.2;0;9.0;0;6.5;0;3.8;0;6.0;0;8.8;0
SMA;19940320;4.5;0;0.5;0;10.0;0;6.9;0;8.0;0;5.8;0;2.3;0;7.5;0;7.3;0
SMA;19940321;5.2;0;2.4;0;13.9;0;8.9;0;9.3;0;6.3;0;4.2;0;7.2;0;9.3;0
SMA;19940322;5.5;0;2.8;0;13.1;0;9.4;0;10.6;0;6.9;0;4.6;0;8.7;0;10.5;0
SMA;19940323;6.7;0;4.7;0;14.3;0;11.5;0;14.1;0;8.2;0;6.6;0;13.6;0;12.9;0
SMA;19940324;8.9;0;8.4;0;19.8;0;15.3;0;17.1;0;10.5;0;10.3;0;13.5;0;17.2;0
SMA;19940325;10.0;0;8.9;0;21.2;0;15.9;0;18.0;0;12.0;0;10.8;0;11.7;0;18.3;0
SMA;19940326;1.4;0;-0.1;0;11.5;0;7.0;0;6.0;0;7.0;0;1.7;0;4.0;0;5.9;0
SMA;19940327;-1.2;0;-1.9;0;10.3;0;5.3;0;7.3;0;0.7;0;-0.1;0;2.8;0;7.4;0
SMA;19940328;-0.6;0;0.8;0;14.4;0;8.1;0;11.1;0;1.3;0;2.6;0;9.6;0;10.8;0
SMA;19940329;7.4;0;5.0;0;16.2;0;12.4;0;13.2;0;9.2;0;6.8;0;9.6;0;13.4;0
SMA;19940330;5.0;0;5.8;0;20.0;0;13.4;0;16.8;0;7.1;0;7.7;0;12.7;0;17.3;0
SMA;19940331;7.4;0;4.9;0;14.5;0;12.6;0;14.1;0;10.5;0;6.7;0;9.9;0;11.9;0
SMA;19940401;0.3;0;0.9;0;14.4;0;8.8;0;7.4;0;8.6;0;2.9;0;2.7;0;7.3;0
SMA;19940402;-2.2;0;-4.7;0;8.1;0;3.3;0;3.4;0;0.3;0;-2.7;0;1.1;0;4.2;0
SMA;19940403;-2.3;0;-5.6;0;6.3;0;2.5;0;4.1;0;0.3;0;-3.6;0;1.1;0;4.2;0
SMA;19940404;-3.0;0;-5.9;0;5.5;0;2.3;0;5.5;0;-0.4;0;-3.9;0;2.4;0;4.8;0
SMA;19940405;-2.5;0;-4.9;0;7.6;0;3.4;0;5.8;0;0.2;0;-3.0;0;1.0;0;6.2;0
SMA;19940406;-2.0;0;-5.5;0;7.8;0;2.9;0;3.7;0;0.6;0;-3.6;0;2.5;0;4.3;0
SMA;19940407;-1.0;0;-3.8;0;10.4;0;4.8;0;6.9;0;1.9;0;-1.8;0;2.5;0;6.8;0
SMA;19940408;-0.9;0;-4.6;0;8.0;0;4.1;0;4.8;0;2.1;0;-2.6;0;2.9;0;4.7;0
SMA;19940409;-2.0;0;-5.6;0;8.2;0;3.2;0;2.9;0;1.8;0;-3.6;0;1.7;0;3.1;0
SMA;19940410;-2.8;0;-5.6;0;7.3;0;3.3;0;5.0;0;0.4;0;-3.7;0;2.1;0;6.0;0
SMA;19940411;-2.2;0;-5.8;0;7.3;0;3.2;0;3.4;0;1.1;0;-3.9;0;2.2;0;3.2;0
SMA;19940412;-2.5;0;-6.2;0;4.4;0;2.9;0;5.3;0;1.0;0;-4.3;0;4.2;0;3.7;0
SMA;19940413;0.3;0;-4.6;0;5.9;0;4.7;0;4.6;0;3.4;0;-2.6;0;4.1;0;4.5;0
SMA;19940414;-3.5;0;-5.6;0;5.1;0;3.8;0;4.3;0;3.9;0;-3.6;0;0.2;0;4.4;0
SMA;19940415;-3.5;0;-6.7;0;4.5;0;2.8;0;4.3;0;0.2;0;-4.8;0;4.1;0;4.2;0
SMA;19940416;0.0;0;-2.2;0;11.4;0;7.4;0;10.4;0;3.9;0;-0.4;0;9.0;0;9.8;0
SMA;19940417;1.1;0;-2.1;0;9.4;0;7.7;0;6.6;0;7.1;0;-0.2;0;5.1;0;6.6;0
SMA;19940418;-0.6;0;-5.6;0;5.4;0;4.3;0;4.5;0;3.5;0;-3.7;0;3.6;0;4.5;0
SMA;19940419;-0.9;0;-4.2;0;9.3;0;5.8;0;7.5;0;3.3;0;-2.3;0;4.5;0;7.6;0
SMA;19940420;-1.6;0;-1.1;0;15.9;0;9.0;0;11.8;0;2.8;0;0.7;0;8.8;0;12.1;0
SMA;19940421;2.5;0;-0.8;0;13.5;0;9.5;0;9.0;0;7.8;0;1.1;0;7.0;0;9.9;0
SMA;19940422;1.2;0;0.7;0;17.3;0;11.1;0;15.2;0;5.8;0;2.6;0;9.2;0;15.2;0
SMA;19940423;1.9;0;2.7;0;19.3;0;13.2;0;16.8;0;6.6;0;4.6;0;10.8;0;16.9;0
SMA;19940424;4.8;0;3.5;0;20.1;0;14.1;0;16.9;0;9.7;0;5.3;0;10.3;0;17.4;0
SMA;19940425;2.3;0;-0.6;0;14.2;0;10.2;0;10.6;0;8.1;0;1.3;0;7.3;0;10.6;0
SMA;19940426;1.1;0;-1.0;0;14.8;0;9.9;0;13.6;0;6.2;0;0.8;0;7.4;0;13.7;0
SMA;19940427;0.5;0;0.5;0;16.1;0;11.5;0;13.6;0;5.7;0;2.3;0;9.5;0;13.8;0
SMA;19940428;2.3;0;2.9;0;20.5;0;14.1;0;17.2;0;7.7;0;4.7;0;11.2;0;17.6;0
SMA;19940429;3.6;0;4.4;0;22.3;0;15.7;0;19.6;0;9.1;0;6.2;0;12.1;0;20.2;0
SMA;19940430;4.2;0;5.5;0;23.8;0;16.9;0;21.6;0;9.8;0;7.2;0;15.6;0;21.2;0
SMA;19940501;3.6;0;3.8;0;20.4;0;15.5;0;16.0;0;13.8;0;5.7;0;9.6;0;15.9;0
SMA;19940502;-0.8;0;-0.1;0;18.0;0;11.7;0;14.8;0;5.3;0;1.8;0;8.4;0;15.0;0
SMA;19940503;-1.2;0;2.2;0;22.1;0;14.2;0;20.1;0;5.0;0;4.1;0;15.6;0;20.7;0
SMA;19940504;1.6;0;-0.3;0;17.2;0;11.8;0;9.4;0;11.8;0;1.5;0;9.2;0;8.3;0
SMA;19940505;-0.1;0;-4.4;0;9.5;0;7.8;0;7.4;0;6.9;0;-2.6;0;6.7;0;7.3;0
SMA;19940506;-0.5;0;-2.8;0;14.8;0;9.6;0;13.1;0;6.1;0;-1.0;0;7.7;0;13.2;0
SMA;19940507;-0.9;0;1.1;0;21.5;0;13.6;0;18.7;0;5.8;0;2.9;0;11.6;0;18.7;0
SMA;19940508;1.9;0;-1.1;0;14.5;0;11.5;0;11.6;0;8.7;0;0.7;0;10.2;0;11.7;0
SMA;19940509;2.4;0;-2.7;0;10.8;0;10.0;0;10.5;0;9.4;0;-1.0;0;9.3;0;10.5;0
SMA;19940510;1.3;0;-0.8;0;17.5;0;12.1;0;14.8;0;9.1;0;0.9;0;8.9;0;14.7;0
SMA;19940511;0.0;0;-0.1;0;18.4;0;12.9;0;16.2;0;7.2;0;1.5;0;11.3;0;16.3;0
SMA;19940512;2.3;0;-1.4;0;14.3;0;11.7;0;13.2;0;9.6;0;0.2;0;11.1;0;13.3;0
SMA;19940513;3.2;0;1.8;0;20.4;0;15.0;0;18.7;0;10.6;0;3.3;0;13.7;0;19.2;0
SMA;19940514;4.1;0;1.0;0;21.6;0;14.4;0;13.5;0;11.6;0;2.6;0;11.9;0;13.2;0
SMA;19940515;2.9;0;2.7;0;22.6;0;16.2;0;21.1;0;10.5;0;4.2;0;13.5;0;20.9;0
SMA;19940516;3.2;0;2.4;0;23.5;0;16.0;0;15.2;0;11.0;0;3.9;0;13.3;0;15.3;0
SMA;19940517;3.1;0;1.7;0;20.3;0;15.4;0;17.6;0;11.7;0;3.1;0;11.3;0;17.7;0
SMA;19940518;2.5;0;-1.9;0;14.3;0;12.0;0;12.5;0;10.5;0;-0.5;0;11.3;0;12.6;0
SMA;19940519;0.2;0;-3.9;0;11.2;0;10.1;0;11.1;0;9.2;0;-2.6;0;8.4;0;11.0;0
SMA;19940520;0.1;0;-3.6;0;13.5;0;10.5;0;12.3;0;8.3;0;-2.3;0;8.7;0;12.2;0
SMA;19940521;-1.1;0;-2.2;0;16.6;0;12.0;0;14.1;0;7.2;0;-1.0;0;11.8;0;13.9;0
SMA;19940522;2.9;0;0.1;0;19.8;0;14.5;0;16.3;0;11.4;0;1.3;0;12.1;0;16.4;0
SMA;19940523;3.2;0;0.6;0;19.1;0;15.1;0;15.7;0;11.7;0;1.8;0;13.2;0;15.8;0
SMA;19940524;4.1;0;1.3;0;20.9;0;15.9;0;16.1;0;12.7;0;2.5;0;13.3;0;16.2;0
SMA;19940525;2.7;0;-0.5;0;19.2;0;14.2;0;17.5;0;11.4;0;0.7;0;11.8;0;18.0;0
SMA;19940526;1.3;0;-2.6;0;15.2;0;12.2;0;12.8;0;10.7;0;-1.4;0;10.6;0;12.3;0
SMA;19940527;-0.9;0;-3.9;0;15.4;0;11.1;0;12.5;0;9.2;0;-2.6;0;8.6;0;12.4;0
SMA;19940528;-1.2;0;-2.2;0;18.8;0;12.9;0;16.5;0;7.8;0;-0.9;0;11.8;0;16.8;0
