"objid","baumnummer","geometry"
"159536","WD-5572","POINT (2680747.2 1247794.5)"
"29165","WD-6134","POINT (2681000.2 1247823.5)"
"123248","WD-3963","POINT (2681124.2 1247875.5)"
"161723","WD-6519","POINT (2680780.8 1247789.4)"
"150791","WD-5373","POINT (2680815.8 1247863.1)"
"162722","WD-5459","POINT (2680750.2 1247821)"
"194312","WD-4613","POINT (2681195.5 1247804)"
"203063","WD-4616","POINT (2681169.8 1247800.5)"
"156899","WD-5395","POINT (2680851.5 1247878.5)"
"185120","WD-5570","POINT (2680733.5 1247791.4)"
"92036","WD-1975","POINT (2681218.5 1247826.1)"
"183962","WD-12763","POINT (2680672.5 1247850.9)"
"161777","WD-7432","POINT (2680800.8 1247813.5)"
"180647","WD-6515","POINT (2680809.5 1247789)"
"123236","WD-3959","POINT (2681122.2 1247856.4)"
"156908","WD-7864","POINT (2680754.2 1247805.5)"
"160790","WD-5465","POINT (2680712.2 1247843.6)"
"91910","WD-1984","POINT (2681131.8 1247818)"
"160334","WD-5523","POINT (2680702.2 1247835.4)"
"123233","WD-3958","POINT (2681099.8 1247853)"
"161147","WD-7196","POINT (2680613.2 1247835.8)"
"161117","WD-4547","POINT (2680629.2 1247872.9)"
"157412","WD-6516","POINT (2680803.2 1247792.5)"
"230315","WD-10962","POINT (2681191.2 1247796.4)"
"185525","WD-7218","POINT (2680586 1247802.9)"
"121508","WD-8212","POINT (2681067 1247804.6)"
"29159","WD-6132","POINT (2680981 1247803.1)"
"151652","WD-5469","POINT (2680678.5 1247858.9)"
"161660","WD-7434","POINT (2680791 1247804.5)"
"159527","WD-5573","POINT (2680723.5 1247792.5)"
"25703","WD-1968","POINT (2681189.8 1247845)"
"160802","WD-1728","POINT (2680658.2 1247875.8)"
"185522","WD-7219","POINT (2680582 1247807.8)"
"156830","WD-5452","POINT (2680733 1247866.1)"
"180644","WD-6513","POINT (2680842.5 1247795)"
"195281","WD-5362","POINT (2680787.8 1247811.1)"
"160352","WD-5562","POINT (2680648.2 1247795.2)"
"196364","WD-5467","POINT (2680715 1247863.4)"
"123245","WD-3962","POINT (2681129 1247871)"
"185123","WD-5569","POINT (2680731 1247793.4)"
"122990","WD-2028","POINT (2681075.2 1247871.5)"
"156836","WD-5468","POINT (2680708 1247865.6)"
"95447","WD-2017","POINT (2681019.8 1247798.8)"
"25700","WD-1974","POINT (2681213.5 1247832.4)"
"161726","WD-6520","POINT (2680775.8 1247786)"
"161144","WD-7195","POINT (2680617.8 1247841.2)"
"182090","WD-1725","POINT (2680671 1247878)"
"140420","WD-6415","POINT (2680899.8 1247798.5)"
"53402","WD-8169","POINT (2681001.5 1247868.9)"
"159299","WD-7860","POINT (2680677.2 1247863.1)"
"140675","WD-7231","POINT (2680587 1247819.4)"
"195299","WD-5552","POINT (2680685.5 1247798.1)"
"111563","WD-8214","POINT (2681099.8 1247796.6)"
"180173","WD-6849","POINT (2680853 1247819.1)"
"95573","WD-2004","POINT (2681137 1247838.4)"
"122861","WD-2005","POINT (2681143 1247845.1)"
"185615","WD-5483","POINT (2680655 1247807.6)"
"162740","WD-7868","POINT (2680745.8 1247857)"
"203060","WD-4618","POINT (2681176 1247794.1)"
"159956","WD-5529","POINT (2680712.5 1247797.6)"
"91751","WD-3968","POINT (2681134.8 1247879)"
"53399","WD-8170","POINT (2680989.8 1247878.2)"
"25556","WD-1969","POINT (2681184.8 1247850.8)"
"162737","WD-5450","POINT (2680742 1247858)"
"160793","WD-5375","POINT (2680844.2 1247862.8)"
"160355","WD-5482","POINT (2680660.2 1247808.4)"
"159959","WD-5530","POINT (2680710 1247800.9)"
"158012","WD-6510","POINT (2680882.8 1247789.5)"
"186332","WD-7433","POINT (2680798.8 1247812.9)"
"158090","WD-6411","POINT (2680880.5 1247846.5)"
"159296","WD-5478","POINT (2680658 1247836.1)"
"156839","WD-5470","POINT (2680683.5 1247870.5)"
"53405","WD-8168","POINT (2681010.8 1247861.4)"
"160991","WD-7191","POINT (2680639.2 1247867.4)"
"123242","WD-3961","POINT (2681137.5 1247870.4)"
"29306","WD-6148","POINT (2681067.5 1247876.8)"
"95456","WD-2024","POINT (2681033 1247826.8)"
"160337","WD-5559","POINT (2680651.2 1247784.2)"
"195290","WD-5533","POINT (2680708.2 1247791.4)"
"160796","WD-1731","POINT (2680620 1247829.4)"
"156833","WD-5463","POINT (2680734 1247822.6)"
"29168","WD-6135","POINT (2681010 1247833.6)"
"122987","WD-2027","POINT (2681068.8 1247864.8)"
"162731","WD-5374","POINT (2680808.5 1247876.9)"
"121511","WD-8211","POINT (2681060 1247804.2)"
"185957","WD-12762","POINT (2680687.5 1247865.9)"
"95444","WD-2020","POINT (2681005.8 1247798.2)"
"162749","WD-5466","POINT (2680709.2 1247858.1)"
"185114","WD-5518","POINT (2680712.2 1247815.1)"
"194777","WD-4619","POINT (2681205.5 1247788.2)"
"29288","WD-6155","POINT (2680989.8 1247794.9)"
"160358","WD-5481","POINT (2680665.2 1247818.2)"
"29414","WD-6137","POINT (2681039.5 1247864.8)"
"158096","WD-6848","POINT (2680855.2 1247824.1)"
"183959","WD-12764","POINT (2680668.2 1247846)"
"185528","WD-7217","POINT (2680581.2 1247797.5)"
"156905","WD-5363","POINT (2680798 1247822)"
"161141","WD-7194","POINT (2680622 1247846.6)"
"196865","WD-1733","POINT (2680604 1247809.9)"
"185513","WD-7241","POINT (2680583.8 1247830.2)"
"158084","WD-6512","POINT (2680883.8 1247796.8)"
"196874","WD-1722","POINT (2680634 1247833)"
"117071","WD-1981","POINT (2681150.2 1247838.8)"
"194309","WD-4611","POINT (2681169 1247804.9)"
"181103","WD-5368","POINT (2680810.2 1247846.1)"
"53408","WD-8167","POINT (2681017.8 1247855.8)"
"166469","WD-7199","POINT (2680600 1247819.6)"
"161249","WD-7198","POINT (2680604.5 1247825)"
"91748","WD-3967","POINT (2681137.2 1247877.1)"
"57863","WD-1971","POINT (2681197.2 1247851.2)"
"195284","WD-5376","POINT (2680838.8 1247857.1)"
"91913","WD-1983","POINT (2681138 1247825)"
"181583","WD-5378","POINT (2680847.5 1247880.1)"
"158087","WD-6412","POINT (2680886.5 1247841)"
"65549","AR-240","POINT (2679481.5 1247063.2)"
"26180","AR-2096","POINT (2679608.8 1246806)"
"55676","AR-2653","POINT (2678895.2 1246958.8)"
"18701","AR-2141","POINT (2679358.8 1246836.1)"
"26177","AR-2095","POINT (2679597 1246823)"
"12461","AR-3044","POINT (2679564 1246727.5)"
"35366","AR-2145","POINT (2679304 1246848.5)"
"68870","AR-315","POINT (2679536.2 1247099.4)"
"57263","AR-233","POINT (2679562.8 1247018.5)"
"53033","AR-2123","POINT (2679628.5 1246760.6)"
"12335","AR-3025","POINT (2679281.5 1246949)"
"58283","AR-3863","POINT (2679577.5 1246846.5)"
"100976","AR-2700","POINT (2679682.8 1246647.1)"
"100595","AR-2689","POINT (2679662.5 1246689.5)"
"100586","AR-2686","POINT (2679649 1246732.2)"
"50291","AR-2205","POINT (2679570.8 1246860.9)"
"53129","AR-2567","POINT (2679454.2 1247085.9)"
"12464","AR-3045","POINT (2679565.2 1246729.1)"
"55637","AR-761","POINT (2679545.8 1247041.6)"
"12446","AR-3032","POINT (2679311 1246937.9)"
"100592","AR-2688","POINT (2679658.8 1246697)"
"26183","AR-2678","POINT (2679616.2 1246803)"
"127223","AR-2961","POINT (2678972.5 1246930.1)"
"68687","AR-3869","POINT (2679656 1246963.1)"
"100982","AR-2710","POINT (2679684.5 1246642.1)"
"55655","AR-1795","POINT (2679595.8 1246815.1)"
"50867","AR-3065","POINT (2679368.8 1246831.8)"
"53114","AR-2121","POINT (2679678 1246788.9)"
"67877","AR-704","POINT (2679593.2 1246997.9)"
"53111","AR-2122","POINT (2679659.2 1246776.5)"
"73475","AR-2662","POINT (2678938.5 1246952.4)"
"17249","AR-3022","POINT (2679259.8 1246975.2)"
"26771","AR-236","POINT (2679515 1247041.8)"
"55670","AR-2148","POINT (2679257.8 1246847.1)"
"26156","AR-2657","POINT (2678887.2 1246962.9)"
"65558","AR-925","POINT (2679439.8 1247099.8)"
"65681","AR-1793","POINT (2679586 1246829.8)"
"53027","AR-2851","POINT (2679691.8 1246943.1)"
"119129","AR-3020","POINT (2679245.5 1246962.5)"
"68789","AR-2886","POINT (2679617.5 1246799.2)"
"119126","AR-3017","POINT (2679173.5 1247077.2)"
"58289","AR-3865","POINT (2679580.5 1246838.8)"
"26756","AR-1119","POINT (2679534.2 1247111)"
"73481","AR-2638","POINT (2678935.8 1246941.1)"
"101279","AR-2708","POINT (2679692.5 1246635.6)"
"16463","AR-3049","POINT (2679577.5 1246753)"
"100988","AR-2709","POINT (2679688.5 1246638.2)"
"100985","AR-2574","POINT (2679685.2 1246638.6)"
"44102","AR-2194","POINT (2679671 1246954.8)"
"67868","AR-698","POINT (2679664 1246958.6)"
"100607","AR-2693","POINT (2679678 1246667.5)"
"12449","AR-3035","POINT (2679198.2 1247081.4)"
"100088","AR-3015","POINT (2678775.2 1247023)"
"16868","AR-3028","POINT (2679302.8 1246967)"
"100583","AR-2684","POINT (2679646.8 1246733.6)"
"127220","AR-2953","POINT (2678975.2 1246928.4)"
"12338","AR-3027","POINT (2679289.2 1246958.6)"
"53045","AR-2127","POINT (2679552.8 1246763.5)"
"65552","AR-241","POINT (2679469.5 1247072.8)"
"68867","AR-809","POINT (2679539.5 1247080.6)"
"167357","AR-237","POINT (2679506.5 1247046.6)"
"17684","AR-3033","POINT (2679315.5 1246934.1)"
"18713","AR-2136","POINT (2679417.5 1246806.9)"
"12467","AR-3046","POINT (2679568 1246732.1)"
"18704","AR-2139","POINT (2679382.2 1246825)"
"26147","AR-2654","POINT (2678893.8 1246959.6)"
"17681","AR-3023","POINT (2679263 1246990.5)"
"26150","AR-2655","POINT (2678891 1246960.9)"
"126590","AR-2957","POINT (2678948 1246937.4)"
"53105","AR-2129","POINT (2679530 1246767.5)"
"24473","AR-2670","POINT (2678904.8 1246989.1)"
"100973","AR-2699","POINT (2679681.2 1246649.1)"
"18710","AR-2137","POINT (2679405.8 1246813)"
"12452","AR-3036","POINT (2679209.8 1247081.1)"
"53024","AR-2566","POINT (2679629.2 1246977.9)"
"24452","AR-2660","POINT (2678880 1246966.8)"
"127226","AR-2962","POINT (2678973.2 1246936.6)"
"100580","AR-2680","POINT (2679636 1246751.4)"
"24464","AR-2666","POINT (2678926.2 1246980)"
"121115","AR-3010","POINT (2678783.5 1246993.1)"
"18824","AR-2131","POINT (2679497.2 1246774.9)"
"18719","AR-2134","POINT (2679453.8 1246789.6)"
"18722","AR-2133","POINT (2679470.8 1246783.1)"
"113699","AR-3011","POINT (2678771.8 1247000.2)"
"67871","AR-700","POINT (2679637.2 1246973.4)"
"68792","AR-1796","POINT (2679601.5 1246805.6)"
"65561","AR-246","POINT (2679433 1247107)"
"18707","AR-2138","POINT (2679394.2 1246818.9)"
"12329","AR-3019","POINT (2679186 1247079.1)"
"67880","AR-232","POINT (2679575.8 1247007.6)"
"100331","AR-2685","POINT (2679647.8 1246734.5)"
"24458","AR-2664","POINT (2678935.2 1246983.4)"
"101285","AR-2705","POINT (2679691.5 1246631.8)"
"12332","AR-3021","POINT (2679256.2 1246966)"
"100598","AR-2690","POINT (2679664.2 1246686.6)"
"53030","AR-2143","POINT (2679332.8 1246844.2)"
"24479","AR-2672","POINT (2678895.8 1247001.5)"
"68798","AR-2954","POINT (2678975.8 1246951.1)"
"26165","AR-2673","POINT (2678920.8 1246972.8)"
"18716","AR-2135","POINT (2679444.5 1246793.6)"
"126587","AR-3026","POINT (2679284.5 1246961.1)"
"101282","AR-2707","POINT (2679692.8 1246634.6)"
"17687","AR-3042","POINT (2679235.8 1247082.4)"
"100082","AR-3012","POINT (2678761 1247007.1)"
"12443","AR-3031","POINT (2679315 1246940.6)"
"26762","AR-1118","POINT (2679542.5 1247061.9)"
"100601","AR-2691","POINT (2679670.2 1246680.2)"
"73478","AR-2661","POINT (2678938.2 1246946.8)"
"65684","AR-2676","POINT (2679617 1246782.5)"
"100994","AR-2703","POINT (2679693.2 1246638.5)"
"100970","AR-2698","POINT (2679680.5 1246651.6)"
"12344","AR-3030","POINT (2679307.5 1246949.5)"
"100964","AR-2696","POINT (2679678.2 1246659.4)"
"24467","AR-2667","POINT (2678919.8 1246984)"
"55673","AR-2668","POINT (2678908.8 1246987.4)"
"55679","AR-2650","POINT (2678901 1246955.9)"
"53108","AR-2130","POINT (2679513 1246770.9)"
"50864","AR-3064","POINT (2679342.5 1246841.6)"
"44105","AR-238","POINT (2679498 1247052)"
"12341","AR-3029","POINT (2679310.2 1246954.9)"
"53102","AR-2128","POINT (2679538.5 1246766)"
"100610","AR-2694","POINT (2679677.2 1246663.9)"
"24476","AR-2671","POINT (2678896.2 1247000.4)"
"26768","AR-235","POINT (2679523.8 1247036.9)"
"100991","AR-2706","POINT (2679691.2 1246637.6)"
"100997","AR-2702","POINT (2679695.8 1246638.6)"
"31853","AR-2015","POINT (2679447 1247092.6)"
"26159","AR-2658","POINT (2678884 1246964.6)"
"57260","AR-915","POINT (2679532 1247032.1)"
"127217","AR-2960","POINT (2678960 1246933.9)"
"26168","AR-2094","POINT (2679577.8 1246855.5)"
"21434","AR-2193","POINT (2679489.8 1247057.8)"
"55664","AR-1799","POINT (2679617.8 1246783.9)"
"24461","AR-2665","POINT (2678927 1246979.2)"
"26162","AR-2659","POINT (2678882.2 1246965.4)"
"26171","AR-2677","POINT (2679581 1246858.4)"
"11705","AR-2963","POINT (2678956.8 1246943.1)"
"65555","AR-806","POINT (2679461.8 1247079.2)"
"18698","AR-2144","POINT (2679318.8 1246846.9)"
"100961","AR-2695","POINT (2679675.2 1246659.2)"
"119111","AR-2964","POINT (2678952.2 1246946.4)"
"100589","AR-2687","POINT (2679657 1246702.9)"
"16370","AR-3024","POINT (2679275.5 1246955.5)"
"12455","AR-3043","POINT (2679252.2 1247083.1)"
"101288","AR-2704","POINT (2679692.8 1246631.1)"
"53117","AR-2120","POINT (2679694.2 1246799.9)"
"26759","AR-762","POINT (2679537.8 1247089.9)"
"18725","AR-2132","POINT (2679486 1246778)"
"53036","AR-2124","POINT (2679612.5 1246761.1)"
"53021","AR-2264","POINT (2679584.2 1247003)"
"55667","AR-2147","POINT (2679278 1246848.5)"
"24482","AR-2674","POINT (2678914.5 1246975.5)"
"55658","AR-1797","POINT (2679607.5 1246815.6)"
"26153","AR-2656","POINT (2678889.2 1246961.6)"
"58286","AR-3864","POINT (2679582 1246843.6)"
"53039","AR-2125","POINT (2679593 1246760.5)"
"126593","AR-2958","POINT (2678950 1246936.6)"
"21437","AR-1321","POINT (2679620.8 1246982.6)"
"100979","AR-2701","POINT (2679688.5 1246647.2)"
"100085","AR-3013","POINT (2678770.2 1247024.5)"
"55661","AR-1798","POINT (2679612 1246793.2)"
"26174","AR-1308","POINT (2679589.8 1246824.9)"
"67874","AR-703","POINT (2679602 1246993)"
"100967","AR-2697","POINT (2679683 1246659.6)"
"26765","AR-1117","POINT (2679544.2 1247051.4)"
"100604","AR-2692","POINT (2679672 1246675.9)"
"68864","AR-808","POINT (2679540.8 1247072.6)"
"26144","AR-2651","POINT (2678898.8 1246957.1)"
"127214","AR-2959","POINT (2678957 1246934.9)"
"18695","AR-2146","POINT (2679288.8 1246848.9)"
"24455","AR-2575","POINT (2678944 1246971)"
"53042","AR-2126","POINT (2679574.5 1246760.9)"
"57266","AR-1792","POINT (2679588.5 1246843)"
"68795","AR-2663","POINT (2678935.2 1246956.9)"
"24470","AR-2669","POINT (2678907.5 1246989.2)"
"129464","AL-7073","POINT (2679668.2 1249903)"
"117005","AL-7088","POINT (2679693.8 1249904.4)"
"116756","AL-6692","POINT (2679758.8 1249902.9)"
"115187","AL-821","POINT (2679670.8 1249801.1)"
"116447","AL-6714","POINT (2679758.2 1249839.6)"
"127979","AL-6755","POINT (2679790.5 1249775.4)"
"118106","AL-6659","POINT (2679721 1249854.5)"
"127973","AL-8999","POINT (2679771.5 1249766.4)"
"116462","AL-6786","POINT (2679831.2 1249774.2)"
"116240","AL-6566","POINT (2679644.8 1249982.4)"
"116741","AL-6670","POINT (2679736.5 1249894.6)"
"115178","AL-823","POINT (2679675.2 1249816.2)"
"98105","AL-6725","POINT (2679754.2 1249784.2)"
"196796","AL-6090","POINT (2679703.5 1249943.1)"
"105845","AL-818","POINT (2679652.8 1249765.4)"
"115190","AL-819","POINT (2679663.5 1249800)"
"116243","AL-6569","POINT (2679651.2 1249981.1)"
"115907","AL-6704","POINT (2679737.2 1249853.4)"
"116330","AL-6661","POINT (2679717.5 1249871.9)"
"115175","AL-824","POINT (2679694.8 1249821.2)"
"116759","AL-6697","POINT (2679757.5 1249914.8)"
"117014","AL-7080","POINT (2679696.8 1249903)"
"116891","AL-6798","POINT (2679870.8 1249798.1)"
"116261","AL-7069","POINT (2679698.8 1249933.4)"
"117029","AL-7087","POINT (2679706.2 1249899.8)"
"115166","AL-827","POINT (2679707.2 1249825.2)"
"154319","AL-5933","POINT (2679880.2 1250011.2)"
"196781","AL-6087","POINT (2679688 1249942.2)"
"126308","AL-9009","POINT (2679794.2 1249764.4)"
"116597","AL-7058","POINT (2679692 1249922.2)"
"116474","AL-6789","POINT (2679827 1249842.9)"
"117038","AL-6682","POINT (2679714 1249916.1)"
"115997","AL-6774","POINT (2679882.5 1249793.4)"
"204446","AL-9760","POINT (2679674.8 1249863.2)"
"116105","AL-7091","POINT (2679694.5 1249887.5)"
"105938","AL-6658","POINT (2679713.8 1249854.4)"
"116762","AL-6694","POINT (2679749 1249912.6)"
"116765","AL-6696","POINT (2679750.8 1249917.8)"
"116327","AL-6652","POINT (2679702.8 1249873.2)"
"116342","AL-6663","POINT (2679725.2 1249882.5)"
"115124","AL-829","POINT (2679726 1249807.5)"
"115109","AL-834","POINT (2679685.5 1249789.9)"
"116456","AL-6723","POINT (2679753.5 1249778.2)"
"189371","AL-4290","POINT (2679803 1249986.9)"
"116480","AL-6791","POINT (2679854.8 1249813.4)"
"105947","AL-6726","POINT (2679754.2 1249789)"
"116900","AL-6779","POINT (2679874 1249787.1)"
"116483","AL-6793","POINT (2679861 1249810.8)"
"105839","AL-817","POINT (2679647.2 1249765.9)"
"196301","AL-5950","POINT (2679691.2 1250001.9)"
"166622","AL-5979","POINT (2679635 1249918.2)"
"127988","AL-9002","POINT (2679795.8 1249778)"
"127964","AL-8997","POINT (2679763.2 1249784.9)"
"115118","AL-830","POINT (2679721 1249801.4)"
"116888","AL-6799","POINT (2679874.2 1249798.9)"
"204455","AL-9763","POINT (2679826.5 1249968.4)"
"116336","AL-6680","POINT (2679719 1249894.8)"
"196298","AL-5952","POINT (2679689.8 1250008.6)"
"106154","AL-7070","POINT (2679667.5 1249910.6)"
"167012","AL-4288","POINT (2679835.8 1249962.4)"
"116885","AL-6781","POINT (2679868 1249802.9)"
"127985","AL-9000","POINT (2679786.2 1249772.9)"
"106022","AL-6577","POINT (2679639.5 1249956.9)"
"116333","AL-6660","POINT (2679721.2 1249869.5)"
"115895","AL-6691","POINT (2679741.2 1249925.8)"
"196307","AL-6086","POINT (2679682.5 1249940.5)"
"116600","AL-7056","POINT (2679695 1249915.9)"
"116237","AL-6567","POINT (2679640.5 1249975.9)"
"167135","AL-5942","POINT (2679775.2 1249914.1)"
"116252","AL-6564","POINT (2679655.5 1250012.9)"
"118109","AL-6715","POINT (2679764 1249816.9)"
"116477","AL-6792","POINT (2679851.8 1249812.8)"
"179942","AL-5935","POINT (2679872 1249995)"
"106166","AL-6674","POINT (2679728.5 1249913)"
"116876","AL-6795","POINT (2679872.2 1249810.6)"
"129569","AL-6706","POINT (2679731.5 1249847.4)"
"116093","AL-6675","POINT (2679729.2 1249916.9)"
"116747","AL-6668","POINT (2679754.8 1249891)"
"196802","AL-5939","POINT (2679853.2 1249966.6)"
"126305","AL-6754","POINT (2679812 1249762)"
"115127","AL-828","POINT (2679712 1249819.9)"
"105851","AL-6642","POINT (2679654.5 1249836.4)"
"196790","AL-5946","POINT (2679710 1249952.5)"
"116879","AL-6797","POINT (2679866.2 1249808)"
"106040","AL-6763","POINT (2679827.8 1249762.2)"
"115826","AL-6573","POINT (2679634 1249962.8)"
"106157","AL-7064","POINT (2679672.5 1249920.9)"
"106145","AL-7074","POINT (2679663.5 1249899.2)"
"115184","AL-820","POINT (2679667 1249807.8)"
"117017","AL-7083","POINT (2679696.2 1249900)"
"116114","AL-6653","POINT (2679697.2 1249875.4)"
"116768","AL-6695","POINT (2679751.5 1249914.1)"
"126314","AL-9011","POINT (2679819.2 1249762.8)"
"189368","AL-5941","POINT (2679802 1249952.4)"
"129467","AL-6654","POINT (2679702.2 1249857.2)"
"116621","AL-7053","POINT (2679708 1249928)"
"115343","AL-7418","POINT (2679684 1249966.1)"
"106160","AL-7065","POINT (2679682.5 1249924.2)"
"91598","AL-7057","POINT (2679696.2 1249911.9)"
"116102","AL-6679","POINT (2679717.2 1249900.1)"
"115121","AL-831","POINT (2679727.2 1249800.5)"
"116618","AL-7054","POINT (2679701.5 1249918.8)"
"127976","AL-9001","POINT (2679782.5 1249777.1)"
"115169","AL-826","POINT (2679703.5 1249821.4)"
"196784","AL-6091","POINT (2679696.8 1249948.2)"
"129734","AL-8998","POINT (2679765.8 1249760.4)"
"127982","AL-6753","POINT (2679790.5 1249772.5)"
"115919","AL-6711","POINT (2679758 1249846.2)"
"196805","AL-5936","POINT (2679864 1249983.1)"
"116090","AL-6685","POINT (2679719.8 1249919.9)"
"116108","AL-7090","POINT (2679701.2 1249891.1)"
"116249","AL-6565","POINT (2679655 1250009.5)"
"204452","AL-9762","POINT (2679824 1249952.1)"
"127970","AL-6751","POINT (2679779.2 1249763.6)"
"116612","AL-7062","POINT (2679681.2 1249909.8)"
"105959","AL-6737","POINT (2679743.8 1249771.2)"
"147848","AL-6001","POINT (2679874.2 1249839.5)"
"105962","AL-6745","POINT (2679736 1249764.5)"
"106025","AL-6578","POINT (2679639.5 1249953.1)"
